File	Word	Vowel Type	Vowel	Vowel Duration (msec)	POA	MOA	Consonant Duration (msec)	Burst Duration	f0	f1_onset	f1_mid	f2_onset	f2_mid
manika_427	bODDo	1	O	92.00	R	VS	121.02	7.93	244.14	531.21	588.89	877.93	977.38
	bODDo	2	o	54.06	R	VS	121.02	7.93	290.47	542.92	567.93	1486.46	1477.89
manika_434	shotti	1	o	62.50	D	VLS	168.57	10.17	225.68	506.89	461.84	1178.89	1169.84
	shotti	2	i	103.72	D	VLS	168.57	10.17	93.97	361.15	375.42	1466.26	1349.64
manika_473	shotti	1	o	52.91	D	VLS	110.18	33.86	250.54	526.20	512.80	1336.69	1304.27
	shotti	2	i	82.74	D	VLS	110.18	33.86	315.86	376.82	356.20	2520.50	2405.46
manika_480	bODDo	1	O	90.25	R	VS	109.86	6.97	237.74	521.18	671.14	1572.39	1011.78
	bODDo	2	o	45.24	R	VS	109.86	6.97	286.47	533.25	550.19	1554.85	1426.09
manika_501	shiddhante	1	i	34.90	D	VAS	107.94	17.76	247.42	330.87	371.92	2004.76	2326.08
	shiddhante	2	a	90.61	D	VAS	107.94	17.76	277.78	420.81	878.82	2024.82	1787.22
manika_519	shiddhanto	1	i	50.00	D	VAS	107.87	10.02	268.91	345.66	397.73	1676.60	2091.76
	shiddhanto	2	a	92.26	D	VAS	107.87	10.02	320.09	435.08	644.11	1969.04	1488.34
manika_530	shiddhantoke	1	i	62.96	D	VAS	107.25	9.16	263.91	336.15	449.11	2472.09	2604.84
	shiddhantoke	2	a	93.39	D	VAS	107.25	9.16	315.75	703.58	927.56	1968.64	1843.85
manika_557	shotti	1	o	66.55	D	VLS	130.67	14.38	343.84	547.69	638.62	1400.42	1433.35
	shotti	2	i	90.66	D	VLS	130.67	14.38	269.54	401.33	422.58	2493.84	2669.69
manika_571	shOmriddhi	1	i	46.40	D	VAS	108.37	19.96	284.98	561.95	548.28	2093.13	2288.84
	shOmriddhi	2	i	80.34	D	VAS	108.37	19.96	310.05	312.17	324.73	2004.23	2467.56
manika_58	shotti	1	o	54.83	D	VLS	166.16	10.94	242.47	445.42	495.54	1229.94	1239.81
	shotti	2	i	98.46	D	VLS	166.16	10.94	293.75	364.01	360.25	2423.77	2226.95
manika_607	shotti	1	o	52.49	D	VLS	146.33	13.66	210.49	482.63	472.09	1149.97	1216.05
	shotti	2	i	57.33	D	VLS	146.33	13.66	295.80	398.16	368.57	2492.11	2638.15
manika_72	mOhajuddher	1	u	56.54	D	VAS	119.14	21.68	230.63	358.55	412.68	2072.41	1869.79
	mOhajuddher	2	e	74.37	D	VAS	119.14	21.68	278.55	362.08	383.45	2348.50	2378.62
moy_03	dhappa	1	a	55.95	BL	VLS	192.75	14.11	126.81	931.67	640.92	1208.60	1212.34
	dhappa	2	a	111.71	BL	VLS	192.75	14.11	92.60	600.41	664.24	1192.91	1204.78
moy_130	briddhi	1	i	62.77	D	VAS	108.23	78.81	188.50	345.41	354.96	1943.01	1984.34
	briddhi	2	i	68.88	D	VAS	108.23	78.81	194.46	246.50	264.00	2404.36	1825.93
moy_141	mrittur	1	i	34.12	D	VLS	182.22	34.91	167.24	326.95	318.36	2025.25	1759.73
	mrittur	2	u	55.20	D	VLS	182.22	34.91	193.98	312.26	344.69	1409.72	1100.36
moy_202	biruddhe	1	u	59.73	D	VAS	148.44	24.76	174.18	335.79	349.36	1635.30	1452.06
	biruddhe	2	e	146.08	D	VAS	148.44	24.76	170.16	343.55	417.05	1999.14	2212.00
moy_207	prottabortoner	1	o	39.66	D	VLS	181.80	17.63	147.83	415.77	418.79	1216.55	1175.67
	prottabortoner	2	a	88.70	D	VLS	181.80	17.63	168.58	577.06	637.20	1371.27	1306.37
moy_225	shiddhanto	1	i	50.73	D	VAS	146.42	35.41	145.75	313.06	304.92	2011.50	1991.53
	shiddhanto	2	a	73.83	D	VAS	146.42	35.41	157.66	484.75	508.34	1550.87	1438.53
moy_237	daitto	1	i	128.73	D	VLS	176.88	29.45	133.20	556.21	586.48	922.22	1589.14
	daitto	2	o	64.64	D	VLS	176.88	29.45	201.10	374.24	390.05	1537.35	1410.55
moy_24	ottonto	1	o	98.98	D	VLS	269.59	31.54	149.85	353.80	368.05	724.18	767.10
	ottonto	2	o	74.94	D	VLS	269.59	31.54	215.84	419.59	435.90	908.33	890.31
moy_24	shukkho	1	u	59.41	V	VLAS	196.39	95.47	227.12	281.65	317.54	966.48	796.44
	shukkho	2	o	67.40	V	VLAS	196.39	95.47	239.47	426.54	473.93	921.07	844.83
moy_243	prottekTi	1	o	31.07	D	VLS	194.70	15.94	162.30	389.25	417.06	1150.36	1130.55
	prottekTi	2	e	37.43	D	VLS	194.70	15.94	180.98	364.68	360.50	1378.55	1518.33
moy_27	churanobboi	1	o	67.25	BL	VS	161.84	13.86	222.97	455.18	459.19	1333.39	1116.32
	churanobboi	2	o	64.45	BL	VS	161.84	13.86	239.21	394.63	454.42	807.15	1129.54
moy_39	prottek	1	o	34.65	D	VLS	239.74	17.52	217.12	389.48	433.25	457.53	1083.99
	prottek	2	e	76.60	D	VLS	239.74	17.52	245.14	435.37	461.44	1996.52	2181.08
moy_52	moddhe	1	o	33.27	D	VAS	141.02	52.43	159.90	515.93	458.34	1143.13	1084.37
	moddhe	2	e	45.12	D	VAS	141.02	52.43	203.94	370.74	380.86	2132.34	2002.00
moy_52	ittadi	1	i	65.62	D	VLS	158.77	12.94	174.21	299.40	336.41	2125.90	2436.26
	ittadi	2	a	94.61	D	VLS	158.77	12.94	154.63	510.11	571.05	1794.87	1727.58
moy_61	shimabOddho	1	O	77.20	D	VAS	131.71	37.55	179.31	512.28	536.92	873.27	1089.89
	shimabOddho	2	o	40.42	D	VAS	131.71	37.55	197.53	376.21	381.17	1198.89	1206.83
msm_1	barite	1	i	78.43	D	VLS_N	56.32	18.20	252.38	401.59	296.80	1692.02	1561.33
	barite	2	e	58.99	D	VLS_N	56.32	18.20	356.08	487.70	637.20	2122.22	2127.35
msm_10	miliTari	1	i	68.42	D	VLS_N	46.86	13.29	361.10	362.64	365.71	2399.79	1289.19
	miliTari	2	a	87.93	D	VLS_N	46.86	13.29	384.33	395.15	737.53	2166.14	1912.70
msm_103	shiddhanto	1	i	65.39	D	VAS	98.82	31.91	283.23	313.55	319.63	2267.83	2519.70
	shiddhanto	2	a	106.63	D	VAS	98.82	31.91	272.35	1118.73	331.73	2066.51	1111.74
msm_104	shiddhanto	1	i	71.06	D	VAS	99.45	20.69	273.16	304.12	331.52	2368.91	2499.35
	shiddhanto	2	a	111.68	D	VAS	99.45	20.69	293.74	313.30	422.92	1791.82	1335.48
msm_112	amader	1	a	81.24	D	VS_N	54.59	7.47	237.12	667.58	829.09	1087.50	1352.67
	amader	2	e	83.27	D	VS_N	54.59	7.47	296.01	478.98	506.05	2001.43	2294.36
msm_113	maliker	1	i	79.48	V	VLS_N	61.87	36.99	235.27	344.77	384.79	2247.57	2601.79
	maliker	2	e	126.40	V	VLS_N	61.87	36.99	263.87	298.07	526.01	2255.30	2359.27
msm_115	chepe	1	e	54.35	BL	VLS_N	66.89	14.29	213.76	384.80	441.45	2212.58	2192.78
	chepe	2	e	51.52	BL	VLS_N	66.89	14.29	209.12	436.35	437.06	1895.10	2047.99
msm_117	kromagOto	1	O	87.47	D	VLS_N	92.55	8.64	200.71	567.32	626.57	1040.92	1028.64
	kromagOto	2	o	99.90	D	VLS_N	92.55	8.64	243.46	482.70	497.43	1362.66	995.90
msm_118	lekhake	1	a	52.46	V	VLS_N	54.96	21.84	243.33	631.21	799.60	1354.36	1518.54
	lekhake	2	e	52.81	V	VLS_N	54.96	21.84	263.45	387.18	523.86	2484.68	2324.50
msm_120	mOto	1	O	80.62	D	VLS_N	93.19	17.93	202.47	474.98	660.74	894.79	1021.55
	mOto	2	o	172.00	D	VLS_N	93.19	17.93	177.82	476.20	499.82	1181.51	988.60
msm_121	bishuddho	1	u	66.88	D	VAS	169.07	68.07	224.81	259.32	348.58	1349.97	1175.15
	bishuddho	2	o	95.05	D	VAS	169.07	68.07	229.99	242.07	471.12	1298.72	1109.30
msm_16	uddhar	1	u	85.32	D	VAS	111.54	17.72	243.10	432.36	378.30	796.13	734.24
	uddhar	2	a	147.99	D	VAS	111.54	17.72	260.30	1033.54	1138.82	1767.08	2218.57
msm_17	uddhar	1	u	72.08	D	VAs	113.74	20.97	272.38	523.92	401.65	1105.85	758.88
	uddhar	2	a	127.68	D	VAs	113.74	20.97	257.70	957.99	851.81	1810.48	1678.73
msm_2	age	1	a	121.04	V	VS_N	69.29	12.29	246.27	1045.17	798.29	1657.91	1335.55
	age	2	e	204.95	V	VS_N	69.29	12.29	170.81	393.19	407.35	2401.99	898.78
msm_28	briddho	1	i	65.37	D	VAS	145.97	47.71	320.66	336.21	345.65	1977.24	2471.11
	briddho	2	o	223.25	D	VAS	145.97	47.71	163.73	1045.39	467.62	2242.21	977.51
msm_4	chhobiTa	1	i	65.25	R	VLS_N	38.20	11.98	301.02	318.10	310.54	1503.37	1568.96
	chhobiTa	2	a	84.07	R	VLS_N	38.20	11.98	328.47	505.19	705.59	2018.88	1602.26
msm_5	thake	1	a	61.56	V	VLS_N	83.84	26.05	221.46	1040.82	1048.62	1531.64	1533.01
	thake	2	e	145.60	V	VLS_N	83.84	26.05	295.14	440.98	574.28	884.78	2461.57
msm_5	barite	1	i	67.97	D	VLS_N	64.66	16.28	252.35	406.91	291.73	1241.77	1267.56
	barite	2	e	63.40	D	VLS_N	64.66	16.28	315.30	363.11	318.36	940.66	955.11
msm_62	biddho	1	i	80.79	D	VAS	109.95	27.71	369.08	384.90	387.74	1772.15	2431.27
	biddho	2	o	75.50	D	VAS	109.95	27.71	343.49	404.76	525.72	1607.69	1322.30
msm_69	joddha	1	o	57.92	D	VAS	118.76	19.97	302.56	547.08	593.77	1529.55	1266.07
	joddha	2	a	219.99	D	VAS	118.76	19.97	169.40	950.41	937.98	1938.16	1489.87
msm_7	jake	1	a	98.17	V	VLS_N	72.88	23.87	213.82	497.07	1055.39	2064.18	1263.68
	jake	2	e	98.94	V	VLS_N	72.88	23.87	296.42	341.47	574.60	1233.12	2386.87
msm_72	joddha	1	o	70.90	D	VAS	103.63	25.08	441.89	565.33	809.50	1759.72	1409.76
	joddha	2	a	208.19	D	VAS	103.63	25.08	193.71	1074.78	913.74	1863.52	1519.30
msm_8	Opekkha	1	O	87.48	BL	VLS_N	65.28	11.49	224.76	762.39	802.25	1080.09	1052.06
	Opekkha	2	e	66.27	BL	VLS_N	65.28	11.49	277.38	500.36	552.69	1285.09	2403.32
msm_80	ghushite	1	i	52.91	D	VLS_N	78.77	12.71	277.97	284.16	285.48	2263.62	2435.07
	ghushite	2	e	88.49	D	VLS_N	78.77	12.71	322.52	503.62	613.78	2183.13	2254.02
msm_80	kupokat	1	o	59.35	V	VLS_N	57.59	21.45	194.87	441.26	406.45	1615.67	811.25
	kupokat	2	a	95.45	V	VLS_N	57.59	21.45	264.89	641.66	802.04	1319.43	1411.69
msm_81	peshadar	1	a	60.57	D	VS_N	51.95	9.47	283.72	849.72	915.83	1774.48	1582.57
	peshadar	2	a	98.92	D	VS_N	51.95	9.47	300.73	691.71	880.38	802.42	1641.56
msm_82	nObo	1	O	118.67	BL	VS_N	57.18	15.52	216.75	534.90	734.06	1327.32	1012.47
	nObo	2	o	79.01	BL	VS_N	57.18	15.52	315.64	418.45	447.99	778.23	804.65
msm_82	bibahito	1	i	69.87	BL	VS_N	60.57	7.80	291.88	304.82	304.54	2067.00	2398.92
	bibahito	2	a	79.97	BL	VS_N	60.57	7.80	314.24	639.86	902.45	1547.11	1550.77
msm_85	barite	1	i	67.40	D	VLS_N	59.27	19.07	225.50	383.94	277.38	1467.11	1706.25
	barite	2	e	62.94	D	VLS_N	59.27	19.07	322.21	468.39	549.74	2215.91	2240.93
msm_88	eder	1	e	118.18	D	VS_N	48.05	12.50	248.73	422.95	487.21	1695.85	2197.89
	eder	2	e	101.14	D	VS_N	48.05	12.50	349.05	447.22	621.03	2196.41	2295.72
msm_89	dite	1	i	59.14	D	VLS_N	54.95	13.33	224.27	289.03	321.88	2059.23	2394.41
	dite	2	e	42.79	D	VLS_N	54.95	13.33	184.93	388.00	456.09	1307.00	940.85
padma_103	shotti	1	o	43.86	D	VLS	185.92	20.90	166.15	383.27	414.25	1288.79	1286.26
	shotti	2	i	189.52	D	VLS	185.92	20.90	211.66	344.09	289.03	2282.94	2713.97
padma_104	prottekTi	1	o	27.96	D	VLS	151.33	16.92	167.81	459.67	443.35	1336.42	1369.15
	prottekTi	2	e	38.11	D	VLS	151.33	16.92	218.85	451.59	450.73	1962.50	1997.46
padma_113	shotti	1	o	37.60	D	VLS	189.64	24.34	179.45	393.75	409.08	1249.88	1250.51
	shotti	2	i	124.41	D	VLS	189.64	24.34	237.62	283.97	300.49	2321.13	2602.98
padma_139	ittadi	1	i	42.22	D	VLS	128.15	12.80	152.18	305.28	298.97	2034.73	2504.38
	ittadi	2	a	71.24	D	VLS	128.15	12.80	163.41	486.74	559.46	1758.47	1703.54
padma_150	choddo	1	o	70.27	D	VS	113.40	9.60	137.97	371.51	401.28	1546.28	1195.45
	choddo	2	o	41.06	D	VS	113.40	9.60	148.08	330.91	342.40	1624.95	1541.13
padma_65	Odditio	1	O	87.15	D	VS	133.10	10.06	148.46	682.57	647.69	1076.04	1170.16
	Odditio	2	i	61.58	D	VS	133.10	10.06	196.43	239.24	343.41	1902.61	2091.17
padma_65	sthapOtto	1	O	46.39	D	VLS	140.33	26.96	168.68	506.02	456.33	921.00	1046.09
	sthapOtto	2	o	54.25	D	VLS	140.33	26.96	176.32	388.99	385.56	1380.78	1349.97
padma_78	shatanobboi	1	o	27.03	BL	VS	111.63	10.61	184.97	436.24	445.00	1339.46	1212.50
	shatanobboi	2	o	40.59	BL	VS	111.63	10.61	192.75	420.60	394.23	1047.79	1212.29
padma_84	noikOTTo	1	O	76.96	R	VLS	174.30	19.24	100.89	444.42	501.55	1020.37	1044.30
	noikOTTo	2	o	89.80	R	VLS	174.30	19.24	83.09	443.84	382.34	1190.29	1035.61
padma_95	parbOtto	1	O	72.26	D	VLS	145.18	26.30	187.77	456.51	477.10	1084.95	1136.06
	parbOtto	2	o	38.12	D	VLS	145.18	26.30	197.86	438.54	443.80	1405.35	1282.57
padma_96	briddhi	1	i	42.51	D	VAS	107.07	20.36	132.65	299.66	284.61	2109.24	2192.50
	briddhi	2	i	45.80	D	VAS	107.07	20.36	130.21	302.36	296.43	2304.28	2456.76
plb_147	toakka	1	a	89.95	V	VLS	148.92	9.00	136.77	532.42	634.79	912.38	1041.13
	toakka	2	a	88.34	V	VLS	148.92	9.00	139.86	581.69	608.15	1201.91	1206.64
plb_249	buddhi	1	u	77.48	D	VAS	147.47	43.63	146.38	372.58	281.09	859.64	798.89
	buddhi	2	i	93.99	D	VAS	147.47	43.63	158.14	268.93	274.74	2114.55	2218.38
plb_294	shotti	1	o	53.52	D	VLS	188.57	17.70	156.71	375.13	411.62	1044.95	1075.39
	shotti	2	i	65.62	D	VLS	188.57	17.70	180.80	318.45	320.25	2037.84	2193.76
plb_333	obbhaesh	1	o	78.67	BL	VAS	110.11	21.01	171.55	424.75	430.53	1197.04	951.40
	obbhaesh	2	ae	122.85	BL	VAS	110.11	21.01	167.53	317.30	741.03	974.46	1440.93
plb_407	prottek	1	o	33.77	D	VLS	189.56	16.21	166.31	426.84	414.03	1034.58	1140.41
	prottek	2	e	84.93	D	VLS	189.56	16.21	181.21	390.63	378.75	1765.49	1901.50
plb_520	mrittu	1	i	51.53	D	VLS	194.54	18.71	158.72	369.70	308.38	2067.23	1979.00
	mrittu	2	u	72.50	D	VLS	194.54	18.71	167.18	300.89	317.21	1210.81	972.95
punam_02	biggapone	1	i	60.13	V	VS	74.77	23.08	207.09	346.52	283.41	1320.95	404.56
	biggapone	2	a	60.48	V	VS	74.77	23.08	231.31	487.73	606.58	1526.62	1423.53
punam_03	ebong	1	e	80.47	BL	VS_N	56.00	6.38	219.41	427.73	426.90	1433.02	934.12
	ebong	2	o	77.30	BL	VS_N	56.00	6.38	216.34	494.11	523.78	1200.32	1071.25
punam_04	notun	1	o	88.53	D	VLS_N	80.17	18.24	208.07	433.31	584.61	1602.91	1251.66
	notun	2	u	56.50	D	VLS_N	80.17	18.24	262.59	406.31	464.61	1454.84	1425.61
punam_04	rupe	1	u	31.05	BL	VLS_N	83.44	11.61	247.99	476.09	473.45	1271.77	1231.26
	rupe	2	e	73.21	BL	VLS_N	83.44	11.61	254.08	520.73	504.58	1545.58	1696.62
punam_05	Oboruddho	1	u	64.15	D	VAS	128.86	26.42	299.90	565.52	531.17	1056.40	1063.58
	Oboruddho	2	o	152.29	D	VAS	128.86	26.42	302.59	408.20	576.16	657.58	1127.87
punam_06	shOkale	1	O	83.15	V	VLS_N	77.83	18.57	222.92	587.14	647.80	1527.93	937.21
	shOkale	2	a	81.08	V	VLS_N	77.83	18.57	213.34	651.93	780.92	1695.48	1759.18
punam_07	duTi	1	u	94.82	R	VLS_N	69.66	7.88	230.78	382.69	437.15	1812.91	1378.18
	duTi	2	i	54.04	R	VLS_N	69.66	7.88	254.69	350.82	403.00	1970.53	2149.12
punam_09	Oborodh	1	O	83.54	BL	VS_N	55.21	11.10	204.02	755.79	762.56	1158.89	1137.66
	Oborodh	2	o	80.06	BL	VS_N	55.21	11.10	190.12	419.03	481.57	810.04	974.05
punam_10	kaTa	1	a	96.76	R	VLS_N	91.38	10.12	173.44	713.93	846.74	1385.21	1357.44
	kaTa	2	a	127.92	R	VLS_N	91.38	10.12	88.75	726.84	848.11	900.07	1539.32
punam_151	chobbishTi	1	o	56.44	BL	VS	98.77	5.96	246.55	538.23	505.35	1649.52	1299.01
	chobbishTi	2	i	37.90	BL	VS	98.77	5.96	250.38	448.65	431.39	1970.51	2233.81
punam_155	mrittu	1	i	40.25	D	VLS	127.95	13.80	202.33	474.29	436.96	1556.80	1901.93
	mrittu	2	u	69.77	D	VLS	127.95	13.80	243.60	435.29	466.23	1692.27	1375.47
punam_156	shiddhanto	1	i	72.08	D	VAS	110.58	14.27	279.37	342.11	398.61	2488.64	2314.53
	shiddhanto	2	a	103.06	D	VAS	110.58	14.27	294.68	637.39	891.98	743.01	1751.06
punam_17	nittoproyojonio	1	i	72.45	D	VLS	123.77	14.76	226.78	434.73	434.21	1521.02	2131.45
	nittoproyojonio	2	o	46.24	D	VLS	123.77	14.76	283.08	479.39	548.11	1740.51	1470.00
punam_188	nishiddho	1	i	45.01	D	VAS	102.93	20.60	268.29	323.65	451.84	1736.90	2586.02
	nishiddho	2	o	60.86	D	VAS	102.93	20.60	295.25	499.41	585.67	1531.36	1418.60
punam_195	biruddhe	1	u	60.58	D	VAS	85.80	19.45	243.22	451.20	461.95	1408.26	1467.26
	biruddhe	2	e	83.50	D	VAS	85.80	19.45	300.85	539.49	587.39	2149.93	2191.10
punam_196	biruddhe	1	u	64.20	D	VAS	130.09	45.00	236.99	429.63	411.95	1872.32	1695.70
	biruddhe	2	e	164.27	D	VAS	130.09	45.00	216.12	528.01	445.15	2261.33	2138.63
punam_216	bODDo	1	O	113.30	R	VS	136.14	8.69	139.58	522.39	667.15	783.30	962.71
	bODDo	2	o	70.04	R	VS	136.14	8.69	192.60	486.90	526.33	1454.11	1340.28
punam_259	shotti	1	o	56.30	D	VLS	136.64	14.27	204.94	516.33	491.39	1378.68	1350.88
	shotti	2	i	87.33	D	VLS	136.64	14.27	254.80	432.41	433.37	1392.87	1043.84
punam_268	bODDo	1	O	92.62	R	VS	94.47	6.83	205.73	499.79	618.76	1058.32	1168.46
	bODDo	2	o	38.75	R	VS	94.47	6.83	262.07	501.94	514.07	1681.71	1461.04
punam_288	shidhhante	1	i	62.86	D	VAS	79.02	18.37	346.73	362.86	368.82	2244.80	2024.85
	shidhhante	2	a	86.29	D	VAS	79.02	18.37	350.06	400.81	646.33	642.44	1131.92
punam_306	shiddhanto	1	i	61.99	D	VAS	89.15	21.54	262.44	359.43	429.52	1955.37	1383.96
	shiddhanto	2	a	95.61	D	VAS	89.15	21.54	242.55	496.62	776.14	749.23	1264.69
punam_322	prottokkho	1	o	70.90	D	VLS	103.98	13.85	217.42	483.58	495.90	1143.33	1287.81
	prottokkho	2	o	44.94	D	VLS	103.98	13.85	237.13	493.52	508.28	1605.42	1419.45
punam_322	prottokkho	1	o	44.94	V	VLAS	76.21	40.04	237.13	493.52	508.28	1605.42	1419.45
	prottokkho	2	o	70.10	V	VLAS	76.21	40.04	378.06	465.85	543.35	1138.97	884.99
punam_344	shotti	1	o	74.15	D	VLS	141.42	4.99	347.86	410.62	620.65	1172.89	1237.18
	shotti	2	i	121.39	D	VLS	141.42	4.99	348.40	411.67	412.97	901.35	2886.42
punam_35	mrittu	1	i	31.61	D	VLS	139.69	20.05	192.44	502.98	416.95	2461.88	1491.82
	mrittu	2	u	46.38	D	VLS	139.69	20.05	216.93	409.64	428.91	1734.26	1419.18
punam_396	shotti	1	o	77.79	D	VLS	131.27	10.27	291.73	569.09	612.34	1516.28	1441.59
	shotti	2	i	72.67	D	VLS	131.27	10.27	393.99	416.79	404.66	1886.10	1887.55
punam_43	Ottadhunik	1	O	57.00	D	VLS	113.47	12.49	203.20	802.07	824.85	1184.33	1383.82
	Ottadhunik	2	u	67.56	D	VLS	113.47	12.49	250.54	548.72	646.84	1731.05	1722.04
punam_44	mrittu	1	i	31.56	D	VLS	128.76	22.07	90.90	282.04	423.36	481.74	2414.25
	mrittu	2	u	42.25	D	VLS	128.76	22.07	184.26	393.50	387.60	1601.87	1344.55
punam_460	agge	1	a	142.12	V	VS	202.72	20.17	245.02	1102.71	1114.00	1532.38	1471.89
	agge	2	e	249.75	V	VS	202.72	20.17	323.12	437.51	653.97	1333.56	1648.99
punam_460	uddessho	1	u	93.62	D	VS	122.70	18.43	223.31	479.22	461.20	1286.99	1120.55
	uddessho	2	e	73.21	D	VS	122.70	18.43	221.61	438.78	451.40	2187.20	2156.06
punam_47	mrittur	1	i	40.06	D	VLS	178.26	23.18	200.86	449.91	388.61	2572.72	2030.76
	mrittur	2	u	109.68	D	VLS	178.26	23.18	255.85	483.97	505.38	1527.58	1210.70
punam_529	Ottachar	1	O	69.07	D	VLS	121.06	10.54	217.93	789.37	703.57	1132.57	1282.90
	Ottachar	2	a	68.43	D	VLS	121.06	10.54	256.61	568.56	744.59	1846.00	1854.40
punam_556	briddhader	1	i	40.14	D	VAS	101.52	21.66	232.33	458.65	443.40	1279.08	1177.92
	briddhader	2	a	72.89	D	VAS	101.52	21.66	279.19	385.09	601.32	891.86	1122.10
punam_561	kOpal	1	O	85.86	BL	VLS_N	93.76	6.91	261.62	708.20	848.00	1388.83	1229.13
	kOpal	2	a	74.95	BL	VLS_N	93.76	6.91	301.25	816.95	891.05	1479.96	1620.18
punam_561	shubidheo	1	u	38.30		VS_N	38.30	12.34	308.21	344.77	417.29	1390.14	1321.11
	shubidheo	2	i	65.83		VS_N	38.30	12.34	282.62	401.50	387.24	1716.51	2046.67
punam_563	tObe	1	O	100.76	BL	VLS_N	58.27	8.36	323.31	665.02	986.56	1650.08	1568.66
	tObe	2	e	130.56	BL	VLS_N	58.27	8.36	398.78	553.24	569.12	1932.35	2095.45
punam_563	dhakka	1	a	53.76	V	VLS	139.09	14.27	208.93	747.94	915.63	1318.32	1493.84
	dhakka	2	a	105.68	V	VLS	139.09	14.27	258.90	636.78	871.85	1795.31	1804.36
punam_564	dipe	1	i	87.36	BL	VLS_N	104.26	11.97	235.87	472.52	395.87	1542.26	1022.10
	dipe	2	e	159.96	BL	VLS_N	104.26	11.97	258.15	499.05	545.63	2146.55	1793.82
punam_565	theke	1	e	86.74	V	VLS_N	69.98	21.40	301.89	395.51	570.21	1363.63	1690.13
	theke	2	e	80.72	V	VLS_N	69.98	21.40	281.87	488.37	562.29	1506.45	2564.13
punam_566	khaddo	1	a	86.28	D	VS	124.83	19.05	231.60	827.50	905.27	1191.64	1603.80
	khaddo	2	o	76.40	D	VS	124.83	19.05	238.41	503.53	478.36	1488.96	1477.18
punam_566	shikkha	1	i	50.76	V	VLAS	122.62	38.29	256.15	392.88	456.20	2490.12	2632.06
	shikkha	2	a	163.92	V	VLAS	122.62	38.29	235.43	806.44	967.00	1793.55	1655.86
punam_567	shOkol	1	O	84.14	V	VLS_N	75.57	7.00	242.64	582.93	781.52	1830.08	1427.56
	shOkol	2	o	53.93	V	VLS_N	75.57	7.00	304.47	602.51	617.07	1198.92	1383.19
punam_569	ditiobar	1	i	57.31	D	VLS_N	61.92	17.99	263.93	324.34	422.14	473.53	619.54
	ditiobar	2	i	34.48	D	VLS_N	61.92	17.99	308.99	384.35	448.80	1195.56	1525.16
punam_570	adesh	1	a	95.82	D	VS_N	74.10	3.79	209.79	979.01	923.54	1446.36	1445.38
	adesh	2	e	59.72	D	VS_N	74.10	3.79	134.56	468.85	477.07	1444.77	1544.14
punam_571	proti	1	o	40.53	D	VLS_N	52.01	17.65	216.12	469.66	464.48	1314.22	1494.29
	proti	2	i	82.32	D	VLS_N	52.01	17.65	236.71	434.78	455.71	1210.24	1254.45
punam_78	shiddhanto	1	i	53.87	D	VAS	104.40	18.41	234.25	339.28	399.28	2182.08	1524.01
	shiddhanto	2	a	89.38	D	VAS	104.40	18.41	239.89	510.86	880.29	1012.88	993.04
punam_98	Ogotta	1	o	82.61	D	VLS	160.82	13.05	316.61	604.57	630.70	1240.31	1293.31
	Ogotta	2	a	159.66	D	VLS	160.82	13.05	328.31	664.43	968.24	1709.48	1655.85
rajashree_03	dhappa	1	a	70.17	BL	VLS	176.65	12.18	126.24	699.64	668.67	1388.76	1188.21
	dhappa	2	a	127.60	BL	VLS	176.65	12.18	--undefined--	596.27	638.87	1061.89	1158.97
rajashree_142	mrittur	1	i	30.87	D	VLS	159.09	20.97	165.29	311.26	305.78	2174.38	2246.15
	mrittur	2	u	55.39	D	VLS	159.09	20.97	200.35	353.76	357.40	1421.03	1146.54
rajashree_235	daitto	1	i	47.44	D	VLS	135.47	23.41	175.52	460.38	360.82	1988.50	2306.90
	daitto	2	o	60.26	D	VLS	135.47	23.41	219.72	425.26	438.41	1392.26	1177.67
rajashree_24	ottonto	1	o	63.41	D	VLS	211.30	14.33	135.91	469.15	498.06	887.69	952.71
	ottonto	2	o	82.48	D	VLS	211.30	14.33	181.11	435.97	521.89	1232.95	1128.30
rajashree_241	prottekTi	1	o	28.87	D	VLS	157.80	10.52	156.65	396.96	379.02	1088.77	1092.13
	prottekTi	2	e	47.04	D	VLS	157.80	10.52	175.38	390.74	386.78	1990.74	2109.26
rajashree_27	churanobboi	1	o	40.44	BL	VS	113.88	7.90	193.82	387.70	448.52	1381.48	1288.58
	churanobboi	2	o	43.62	BL	VS	113.88	7.90	191.82	393.38	392.96	964.69	1175.31
rajashree_300	uddog	1	u	36.94	D	VS	173.80	15.79	144.03	307.82	294.98	1058.14	1065.00
	uddog	2	o	93.94	D	VS	173.80	15.79	147.47	369.76	439.99	1290.69	1146.28
rajashree_384	chouhoddi	1	o	69.94	D	VS	197.56	22.06	187.55	393.20	492.34	970.66	1137.24
	chouhoddi	2	i	66.48	D	VS	197.56	22.06	195.87	273.15	304.01	2276.35	2418.41
rajashree_384	bepatta	1	e	51.22	BL	VLS	93.67	9.47	144.96	345.33	380.87	2011.31	2040.69
	bepatta	2	a	59.37	BL	VLS	93.67	9.47	137.82	614.92	660.18	1169.68	1243.40
rajashree_39	prottek	1	o	60.99	D	VLS	136.72	14.03	177.05	397.21	410.22	1050.68	1079.09
	prottek	2	e	45.66	D	VLS	136.72	14.03	205.82	407.23	404.71	1840.80	1971.44
