File	Word	Vowel Type	Vowel	Vowel Duration (msec)	POA	MOA	Consonant Duration (msec)	Burst Duration	f0	f1_onset	f1_mid	f2_onset	f2_mid
	bOndopaddhay	2	a	93.13	BL	VLS_N	54.98	18.87	133.16	573.61	685.40	1179.22	1364.23
chan_04	bappa	1	a	93.97	BL	VLS	172.25	6.33	119.62	573.21	753.15	1145.56	1243.08
	bappa	2	a	79.78	BL	VLS	172.25	6.33	129.34	639.96	739.35	1205.39	1368.39
chan_0401	shotto	1	o	61.63	D	VLS	231.23	18.09	145.80	452.30	440.77	1144.45	1164.96
	shotto	2	o	56.11	D	VLS	231.23	18.09	165.97	442.38	478.78	1317.49	1208.30
chan_0412	tibbOte	1	i	61.98	BL	VS	133.62	13.43	145.12	305.45	297.21	2139.55	2147.71
	tibbOte	2	O	80.52	BL	VS	133.62	13.43	131.60	514.17	614.00	1128.58	1253.19
chan_0414	tibbOter	1	i	67.72	BL	VS	135.74	11.16	144.23	297.37	296.17	2162.95	2204.32
	tibbOter	2	O	87.62	BL	VS	135.74	11.16	152.07	428.60	600.28	1048.36	1113.36
chan_049	hotta	1	o	44.34	D	VLS	148.38	12.10	135.66	422.56	428.50	1089.57	1202.06
	hotta	2	a	59.83	D	VLS	148.38	12.10	140.79	623.08	664.31	1575.67	1471.80
chan_0497	uttor	1	u	57.62	D	VLS	157.28	16.04	165.74	291.36	316.63	820.91	932.01
	uttor	2	o	72.65	D	VLS	157.28	16.04	156.50	411.04	451.20	1426.63	1297.79
chan_0498	uttor	1	u	69.01	D	VLS	172.21	17.28	143.65	393.75	356.07	1130.52	949.32
	uttor	2	o	90.35	D	VLS	172.21	17.28	157.02	429.97	464.18	1374.40	1253.58
chan_0506	tottho	1	o	73.72	D	VLAS	168.68	33.66	139.97	431.35	415.78	1150.22	1117.29
	tottho	2	o	73.51	D	VLAS	168.68	33.66	158.33	456.18	466.17	1301.68	1257.00
chan_0515	oddhokkho	1	o	87.58	D	VAS	142.92	34.06	135.98	483.57	400.17	1091.67	979.58
	oddhokkho	2	o	82.59	D	VAS	142.92	34.06	150.82	239.33	454.81	1468.96	1245.58
chan_0515	oddhokkho	1	o	82.59	V	VLAS	145.22	90.20	150.82	239.33	454.81	1468.96	1245.58
	oddhokkho	2	o	136.09	V	VLAS	145.22	90.20	106.70	445.86	452.05	1057.52	976.64
chan_0515	chOTTopaddhay	1	O	78.19		VLS	78.19	12.25	132.71	525.20	647.07	1456.78	1296.03
	chOTTopaddhay	2	o	45.57		VLS	78.19	12.25	143.14	482.96	464.45	1448.45	1352.60
chan_0515	chOTTopaddhay	1	a	96.03		VAS	232.39	37.03	133.56	572.92	663.90	1211.01	1380.65
	chOTTopaddhay	2	a	95.41		VAS	232.39	37.03	116.13	686.95	746.14	1707.31	1539.94
chan_0526	chhabbish	1	a	72.75	BL	VS	160.68	17.82	136.42	800.73	812.82	1402.67	1245.99
	chhabbish	2	i	66.67	BL	VS	160.68	17.82	164.47	324.57	321.83	2112.10	2242.35
chan_0528	uttori	1	u	74.77	D	VLS	181.86	16.25	167.51	323.26	331.13	963.50	970.30
	uttori	2	o	77.43	D	VLS	181.86	16.25	158.82	421.56	445.62	1408.40	1338.60
chan_0534	prottokkho	1	o	59.50	D	VLS	200.60	17.34	143.70	451.25	448.76	1239.25	1299.74
	prottokkho	2	o	56.95	D	VLS	200.60	17.34	167.14	475.21	499.26	1350.00	1200.81
chan_0534	prottokkho	1	o	56.95	V	VLAS	148.06	59.24	167.14	475.21	499.26	1350.00	1200.81
	prottokkho	2	o	66.53	V	VLAS	148.06	59.24	169.33	545.29	535.01	1142.62	1153.95
chan_0571	abar	1	a	132.66	BL	VS_N	67.57	11.76	123.99	819.34	768.71	1114.85	1156.48
	abar	2	a	169.75	BL	VS_N	67.57	11.76	141.11	566.89	737.82	1244.88	1380.47
chan_0572	dokane	1	o	85.50	V	VLS_N	61.99	28.36	124.99	383.66	381.29	1511.24	1092.63
	dokane	2	a	62.53	V	VLS_N	61.99	28.36	131.86	585.51	654.78	1416.64	1527.53
chan_0573	jodi	1	o	98.01	D	VS_N	58.11	17.64	122.05	332.02	381.63	1961.51	1424.07
	jodi	2	i	86.01	D	VS_N	58.11	17.64	128.33	323.60	325.96	2119.17	2195.12
chan_0573	dOmpoti	1	o	68.63	D	VLS_N	81.22	19.01	131.29	383.06	394.71	897.78	1066.87
	dOmpoti	2	i	92.52	D	VLS_N	81.22	19.01	132.05	314.52	327.36	2186.91	2222.66
chan_0574	chOTTopaddhay	1	O	80.10	R	VLS	146.33	15.20	124.63	471.15	592.92	1438.96	1287.34
	chOTTopaddhay	2	o	38.36	R	VLS	146.33	15.20	131.02	453.62	443.84	1395.27	1288.10
chan_0574	chOTTopaddhay	1	a	93.41	D	VAS	138.65	38.32	129.96	576.28	673.86	1175.55	1363.34
	chOTTopaddhay	2	a	95.33	D	VAS	138.65	38.32	113.57	672.73	717.32	1694.03	1669.91
chan_0576	upolokkhe	1	u	96.03	BL	VLS_N	97.32	25.47	132.27	366.21	306.50	910.67	742.01
	upolokkhe	2	o	74.28	BL	VLS_N	97.32	25.47	139.81	394.96	406.07	803.71	978.72
chan_0578	jabe	1	a	113.84	BL	VS_N	80.35	8.28	135.79	377.40	601.89	1910.76	1713.55
	jabe	2	e	179.98	BL	VS_N	80.35	8.28	110.25	407.38	408.25	1984.54	1580.26
chan_0579		1	i	52.88	D	VLS_N	102.25	17.57	138.20	381.19	362.21	2140.31	2212.83
		2	e	80.80	D	VLS_N	102.25	17.57	145.48	398.92	434.68	2144.91	2072.90
chan_0580	nite	1	i	60.59	D	VLS_N	91.03	20.14	148.90	349.72	359.86	2296.30	2295.78
	nite	2	e	58.40	D	VLS_N	91.03	20.14	148.28	409.82	478.27	1995.97	1925.31
chan_06	baki	1	a	118.78	V	VLS_N	85.96	29.36	122.68	616.33	764.63	1043.52	1273.14
	baki	2	i	63.23	V	VLS_N	85.96	29.36	159.92	300.85	307.07	2382.93	2388.77
chan_07	aekadhik	1	ae	98.52	V	VLS_N	54.67	17.20	120.59	701.37	751.16	1823.34	1714.21
	aekadhik	2	a	70.27	V	VLS_N	54.67	17.20	136.90	600.06	646.59	1730.70	1635.62
chan_08	netritte	1	i	67.51	D	VLS	153.35	23.89	146.35	344.18	348.88	1951.30	2094.90
	netritte	2	e	116.25	D	VLS	153.35	23.89	105.12	388.03	420.24	2104.66	2109.10
chan_08	tOdonto	1	O	90.52	D	VS_N	44.96	14.07	117.81	524.29	632.00	1247.92	1200.40
	tOdonto	2	o	139.99	D	VS_N	44.96	14.07	146.55	471.94	347.42	1417.87	1377.38
chan_08	bappa	1	a	86.39	BL	VLS	173.86	13.44	138.88	562.06	716.33	1192.37	1345.93
	bappa	2	a	135.30	BL	VLS	173.86	13.44	150.77	634.67	761.40	1257.84	1418.33
chan_09		1			5442.24			5523.56	5604.61	--undefined--	817.71	648.22	1832.43	2099.61
		2		5617.62			5523.56	5604.61	110.16	754.83	292.34	1869.34	2336.56
chan_09	joTil	1	o	81.32	R	VLS_N	81.05	13.01	110.84	343.32	406.82	1840.05	1280.11
	joTil	2	i	90.96	R	VLS_N	81.05	13.01	101.93	346.79	341.56	2162.15	2295.92
chan_094	shomriddho	1	i	32.22	D	VAS	138.51	21.41	141.74	385.18	361.16	2090.05	2187.51
	shomriddho	2	o	79.90	D	VAS	138.51	21.41	146.51	426.68	430.77	1499.47	1203.93
chandan_037	buddhiman	1	u	95.76	D	VAS	131.26	25.45	120.71	729.64	313.27	1231.06	891.47
	buddhiman	2	i	63.42	D	VAS	131.26	25.45	131.33	328.45	303.04	2028.70	2063.04
chandan_044	poddar	1	o	87.64	D	VS	148.16	11.83	139.43	422.07	410.52	817.27	972.39
	poddar	2	a	188.96	D	VS	148.16	11.83	114.41	544.23	743.84	1644.95	1439.21
deb_010	aDDa	1	a	68.56	R	VS	122.06	15.15	155.27	742.26	711.96	1233.07	1290.28
	aDDa	2	a	64.33	R	VS	122.06	15.15	170.62	540.98	592.04	1543.30	1507.18
deb_0160	biruddhe	1	u	41.75	D	VAS	94.51	29.53	226.72	406.50	415.49	1390.40	1459.84
	biruddhe	2	e	131.43	D	VAS	94.51	29.53	151.10	422.02	441.63	1836.18	1948.99
deb_0184	shiddhanto	1	i	37.47	D	VAS	125.33	22.41	210.36	290.85	342.49	2037.78	2200.11
	shiddhanto	2	a	76.70	D	VAS	125.33	22.41	208.96	621.42	712.65	1576.55	1442.76
deb_0190	shiddhanto	1	i	39.94	D	VAS	97.20	26.09	186.38	334.79	343.04	2070.48	2191.04
	shiddhanto	2	a	79.21	D	VAS	97.20	26.09	180.01	791.79	781.58	1529.77	1315.29
deb_0246	choddo	1	o	83.13	D	VS	167.31	16.27	206.73	401.34	417.49	1223.79	1060.60
	choddo	2	o	89.89	D	VS	167.31	16.27	234.67	454.94	468.85	1235.94	1184.74
deb_0252	shiddhanto	1	i	47.63	D	VAS	106.26	37.61	178.52	296.78	312.44	2013.37	2128.62
	shiddhanto	2	a	80.43	D	VAS	106.26	37.61	170.21	216.28	915.30	1575.74	1460.41
deb_035	chobbishTa	1	o	67.33	BL	VS	150.43	9.87	179.27	384.30	408.53	1307.84	1038.61
	chobbishTa	2	i	33.00	BL	VS	150.43	9.87	212.78	286.77	286.80	1738.88	1962.42
deb_0358	ottadhonik	1	o	73.43	D	VLS	142.58	11.29	167.32	402.37	413.01	834.86	918.42
	ottadhonik	2	a	72.95	D	VLS	142.58	11.29	200.89	548.00	620.37	1479.44	1458.93
deb_0368	prottek	1	o	42.87	D	VLS	166.97	10.72	187.16	404.48	420.70	1193.16	1196.95
	prottek	2	e	59.97	D	VLS	166.97	10.72	225.11	509.90	474.57	1762.00	1879.19
deb_0382	juddhe	1	u	76.00	D	VAS	164.99	34.76	180.79	273.02	319.08	1654.99	1276.12
	juddhe	2	e	110.62	D	VAS	164.99	34.76	206.66	291.10	400.39	1851.72	1978.26
deb_0400	shotti	1	o	56.17	D	VLS	154.58	13.54	179.11	438.46	426.62	1175.40	1209.77
	shotti	2	i	107.06	D	VLS	154.58	13.54	251.94	296.67	283.81	2131.05	2261.43
deb_058	mOntobbo	1	o	42.82	BL	VS	107.25	13.33	211.54	444.32	433.42	1254.79	1163.87
	mOntobbo	2	o	49.19	BL	VS	107.25	13.33	227.68	438.07	445.71	895.42	906.91
deb_058	shotti	1	o	60.88	D	VLS	213.10	13.94	176.78	410.72	406.79	1145.17	1079.92
	shotti	2	i	150.35	D	VLS	213.10	13.94	242.29	276.27	261.00	2180.45	2417.04
deb_078	mrittu	1	i	43.63	D	VLS	160.71	26.27	175.56	306.48	322.62	1762.90	2124.72
	mrittu	2	u	61.12	D	VLS	160.71	26.27	197.69	346.69	360.72	1332.76	1137.47
deb_09	aDDa	1	a	98.12	R	VS	180.99	7.74	129.76	539.85	698.92	996.91	1138.98
	aDDa	2	a	75.84	R	VS	180.99	7.74	128.60	555.80	642.58	1626.53	1445.26
deb_099	shotti	1	o	45.62	D	VLS	171.78	13.21	217.73	442.23	444.10	1198.24	1248.02
	shotti	2	i	107.40	D	VLS	171.78	13.21	238.23	302.10	279.82	2147.89	1741.30
jit_62	prottaborton	1	o	54.15	D	VLS	149.00	12.37	166.70	453.79	463.14	1020.29	1030.63
	prottaborton	2	a	91.41	D	VLS	149.00	12.37	188.31	586.99	667.73	1324.32	1291.08
jit_95	prottashito	1	o	37.31	D	VLS	135.52	17.02	162.91	442.12	451.24	1026.09	1074.12
	prottashito	2	a	69.30	D	VLS	135.52	17.02	184.86	592.27	668.05	1333.72	1334.42
jyotirmoy_116	mrittu	1	i	47.81	D	VLS	141.70	31.31	134.22	414.40	371.43	1755.59	2024.74
	mrittu	2	u	46.88	D	VLS	141.70	31.31	133.05	333.09	381.16	1154.85	1056.92
jyotirmoy_117	mrittu	1	i	47.04	D	VLS	103.64	28.60	133.69	368.75	329.67	717.19	885.09
	mrittu	2	u	85.58	D	VLS	103.64	28.60	132.41	338.71	390.26	1224.86	1088.54
jyotirmoy_120	mrittur	1	i	38.75	D	VLS	128.97	14.57	128.19	417.90	383.26	684.50	2028.77
	mrittur	2	u	38.86	D	VLS	128.97	14.57	133.64	371.26	383.37	1363.86	1272.65
jyotirmoy_121	mrittu	1	i	40.54	D	VLS	128.94	25.98	113.84	347.67	379.60	944.71	1974.36
	mrittu	2	u	63.40	D	VLS	128.94	25.98	107.91	353.17	380.99	1324.56	1090.39
jyotirmoy_125	mrittu	1	i	49.52	D	VLS	142.92	18.90	129.98	360.13	330.35	2193.66	2187.63
	mrittu	2	u	56.11	D	VLS	142.92	18.90	128.41	302.83	327.19	1489.26	1103.67
jyotirmoy_131	mrittur	1	i	48.35	D	VLS	168.09	17.32	129.30	392.03	405.04	437.13	2101.04
	mrittur	2	u	57.31	D	VLS	168.09	17.32	149.55	350.43	383.76	1612.23	1426.88
jyotirmoy_131	obbahoto	1	o	48.56	BL	VS	130.36	15.88	121.73	463.13	441.04	809.38	732.59
	obbahoto	2	a	45.85	BL	VS	130.36	15.88	120.99	512.66	588.17	998.21	1055.18
jyotirmoy_133	mrittu	1	i	43.63	D	VLS	128.39	27.01	116.54	421.34	346.85	2173.84	813.78
	mrittu	2	u	86.14	D	VLS	128.39	27.01	105.13	333.00	383.00	1356.82	1062.21
jyotirmoy_147	uttor	1	u	86.46	D	VLS	187.26	12.77	128.78	287.52	336.97	656.44	749.14
	uttor	2	o	68.94	D	VLS	187.26	12.77	151.35	415.04	480.42	1429.75	1366.79
jyotirmoy_147	tOkkor	1	O	77.69	V	VLS	152.11	13.15	119.36	523.44	615.27	1298.68	1080.38
	tOkkor	2	o	71.96	V	VLS	152.11	13.15	138.55	464.39	518.34	930.19	1143.02
jyotirmoy_171	mukkhomontri	1	u	40.16	V	VLAS	112.71	30.41	131.08	306.29	308.80	671.36	615.89
	mukkhomontri	2	o	44.26	V	VLAS	112.71	30.41	138.36	495.55	484.33	991.59	856.56
jyotirmoy_171	buddhodeb	1	u	56.37	D	VAS	78.85	19.51	117.20	305.41	357.54	830.60	968.06
	buddhodeb	2	o	70.03	D	VAS	78.85	19.51	121.24	412.73	442.70	1355.08	1332.61
jyotirmoy_171	bhOTTacharjo	1	O	52.76	R	VLS	98.27	22.10	107.08	529.62	553.14	1020.13	1159.67
	bhOTTacharjo	2	a	45.11	R	VLS	98.27	22.10	110.17	564.71	527.99	1496.33	1541.00
jyotirmoy_173	shahittik	1	i	53.44	D	VLS	123.91	21.06	136.84	398.91	361.26	1368.20	1446.73
	shahittik	2	i	71.23	D	VLS	123.91	21.06	147.45	327.51	337.31	1184.17	2391.39
jyotirmoy_18	pOddhotitei	1	O	81.02	D	VAS	106.90	10.93	118.05	453.73	574.72	874.40	1010.90
	pOddhotitei	2	o	65.32	D	VAS	106.90	10.93	130.32	392.32	397.01	1372.71	1175.72
jyotirmoy_199	ittadi	1	i	48.75	D	VLS	113.94	23.03	121.57	358.77	349.89	1086.80	971.29
	ittadi	2	a	64.01	D	VLS	113.94	23.03	109.84	507.07	542.75	830.17	1542.89
jyotirmoy_205	itimoddhei	1	o	32.71	D	VAS	127.46	13.40	214.77	595.03	550.39	1151.48	1290.45
	itimoddhei	2	e	56.93	D	VAS	127.46	13.40	216.59	492.73	543.17	1795.93	1943.64
jyotirmoy_205	shiddhanto	1	i	45.50	D	VAS	109.75	16.49	174.82	342.15	347.56	2174.31	2097.29
	shiddhanto	2	a	103.01	D	VAS	109.75	16.49	196.76	587.14	773.37	1595.74	1517.28
jyotirmoy_21	dhakka	1	a	90.81	V	VLS	113.90	18.46	109.41	489.72	669.97	1401.10	1231.34
	dhakka	2	a	53.38	V	VLS	113.90	18.46	115.30	594.27	622.70	1386.06	1398.09
jyotirmoy_226	mukkhomontri	1	u	36.66	V	VLAS	106.18	43.69	137.55	311.34	311.79	635.39	634.74
	mukkhomontri	2	o	69.09	V	VLAS	106.18	43.69	160.68	456.16	475.54	1032.72	783.56
jyotirmoy_226	buddhodeb	1	u	47.34	D	VAS	104.82	11.42	137.84	335.72	358.52	971.59	1087.75
	buddhodeb	2	o	68.79	D	VAS	104.82	11.42	153.42	415.09	476.73	1231.55	1372.07
jyotirmoy_226	bhOTTacharjer	1	O	85.21	R	VLS	84.14	10.79	138.19	416.48	589.00	920.23	989.71
	bhOTTacharjer	2	a	60.21	R	VLS	84.14	10.79	156.34	584.68	562.81	1362.25	1171.31
jyotirmoy_234	mrittumukh	1	i	61.52	D	 VLS	156.35	13.50	153.95	362.51	362.80	2231.31	2285.54
	mrittumukh	2	u	44.27	D	 VLS	156.35	13.50	173.38	345.79	346.77	1462.51	1201.99
jyotirmoy_257	shiddhantoke	1	i	38.40	D	VAS	115.58	12.97	157.94	355.59	364.18	2060.45	2229.97
	shiddhantoke	2	a	76.11	D	VAS	115.58	12.97	164.57	497.68	685.82	1704.10	1434.55
jyotirmoy_29	mukkhomontri	1	u	43.55	V	VLAS	104.20	35.43	133.20	326.11	275.91	625.09	664.39
	mukkhomontri	2	o	56.78	V	VLAS	104.20	35.43	163.08	327.55	462.30	902.88	835.12
jyotirmoy_29	buddhodeb	1	u	63.30	D	VAS	97.60	14.00	133.58	318.25	348.91	844.18	926.98
	buddhodeb	2	o	70.56	D	VAS	97.60	14.00	148.46	415.22	458.89	1280.20	1343.96
jyotirmoy_29	bhOTTacharjo	1	O	49.02	R	VLS	104.88	12.56	138.29	477.94	486.28	1036.43	1136.14
	bhOTTacharjo	2	a	214.57	R	VLS	104.88	12.56	131.99	593.72	391.25	1117.24	1576.62
jyotirmoy_29	ottonto	1	o	50.83	D	VLS	222.26	13.61	142.13	469.86	430.18	923.29	1055.13
	ottonto	2	o	61.82	D	VLS	222.26	13.61	158.30	399.73	530.91	908.15	1093.18
jyotirmoy_53	biruddhe	1	u	42.69	D	VAS	112.63	16.89	141.22	388.44	368.43	1512.55	1466.94
	biruddhe	2	e	77.56	D	VAS	112.63	16.89	143.97	406.10	457.39	1913.28	1370.56
jyotirmoy_82	chobbishe	1	o	55.51	BL	VS	118.96	8.45	138.56	374.62	412.16	1300.60	1220.67
	chobbishe	2	i	48.02	BL	VS	118.96	8.45	153.39	309.73	315.68	2245.80	2288.59
jyotirmoy_94	kOkkhopothe	1	O	75.00	V	VLAS	88.34	50.66	136.74	523.68	577.32	946.64	822.28
	kOkkhopothe	2	o	39.45	V	VLAS	88.34	50.66	147.22	392.98	451.31	807.66	863.49
jyotirmoy_94	ottonto	1	o	68.64	D	VLS	121.23	16.50	131.70	409.48	458.65	1171.08	1092.63
	ottonto	2	o	45.23	D	VLS	121.23	16.50	146.57	403.00	509.80	1245.24	1077.73
kunal_122	uddog 	1	u	65.84	D	VS	147.62	12.73	171.10	374.09	343.92	916.85	966.45
	uddog 	2	o	126.15	D	VS	147.62	12.73	159.36	369.25	455.89	1187.87	954.60
kunal_156	shomriddhisheel	1	i	39.23	D	VAS	113.01	13.55	203.61	398.83	391.57	2140.01	2207.29
	shomriddhisheel	2	i	78.21	D	VAS	113.01	13.55	209.30	316.37	373.27	2278.06	2275.96
kunal_43	shiddhanto	1	i	68.19	D	VAS	80.85	17.07	149.98	336.98	323.05	2110.90	2216.79
	shiddhanto	2	a	69.42	D	VAS	80.85	17.07	158.89	526.03	647.03	1603.95	1414.64
kunal_55	daitto	1	i	52.37	D	VLS	161.10	14.52	157.40	543.99	424.09	2096.78	2272.87
	daitto	2	o	67.02	D	VLS	161.10	14.52	193.50	397.70	423.87	1385.62	1264.18
kunal_62	prottekTi	1	o	30.98	D	VLS	157.71	19.24	165.19	441.80	435.36	1047.08	1103.75
	prottekTi	2	e	67.86	D	VLS	157.71	19.24	195.23	402.95	410.56	1858.17	2152.05
mainak_106	joddhara	1	o	54.02	D	VAS	123.68	20.66	170.85	385.69	412.05	1348.95	1224.09
	joddhara	2	a	85.39	D	VAS	123.68	20.66	161.19	589.55	650.37	1362.32	1357.94
mainak_154	juddhokhetrer	1	u	49.01	D	VAS	92.47	43.00	199.00	310.21	307.05	1751.08	1570.94
	juddhokhetrer	2	o	73.03	D	VAS	92.47	43.00	259.19	415.75	518.42	1579.99	1439.27
mainak_159	uddhar	1	u	51.66	D	VAS	121.81	17.74	189.03	377.84	366.42	989.84	1004.09
	uddhar	2	a	90.47	D	VAS	121.81	17.74	193.45	405.20	649.24	1289.73	1331.41
mainak_163	chobbish	1	o	71.63	BL	VS	162.65	8.14	207.32	426.63	429.77	1557.21	1031.22
	chobbish	2	i	72.41	BL	VS	162.65	8.14	252.80	340.78	355.27	1849.63	2009.74
mainak_205	mrittu	1	i	38.99	D	VLS	154.25	18.10	180.28	401.56	397.20	1923.15	1951.29
	mrittu	2	u	52.30	D	VLS	154.25	18.10	186.87	369.07	374.98	1561.41	1286.66
mainak_225	pOddhotir	1	O	75.06	D	VAS	89.09	10.16	201.19	437.33	541.36	866.41	1047.17
	pOddhotir	2	o	52.43	D	VAS	89.09	10.16	221.31	400.38	444.97	1466.55	1475.07
mainak_27	nishiddho	1	i	55.31	D	VAS	117.49	16.38	206.87	264.72	306.49	2143.81	2100.21
	nishiddho	2	o	66.08	D	VAS	117.49	16.38	194.54	370.90	426.32	1305.66	1166.40
mainak_278	attohottai	1	a	106.46	D	VLS	176.45	13.66	156.05	862.03	794.90	1327.32	1258.53
	attohottai	2	o	82.81	D	VLS	176.45	13.66	194.03	534.04	516.91	1283.08	1076.19
mainak_286	mrittu	1	i	55.18	D	VLS	160.54	14.22	189.70	369.74	375.03	1912.56	2170.91
	mrittu	2	u	88.78	D	VLS	160.54	14.22	226.73	414.11	421.46	1456.49	1088.41
mainak_292	mrittu	1	i	38.49	D	VLS	172.85	17.93	187.88	417.21	393.05	1867.12	1885.31
	mrittu	2	u	73.64	D	VLS	172.85	17.93	213.23	361.54	400.22	1436.60	1330.93
mainak_299	biruddhe	1	u	58.50	D	VAS	113.19	14.17	189.88	357.67	382.98	1687.28	1651.68
	biruddhe	2	e	58.24	D	VAS	113.19	14.17	200.98	419.55	438.24	1764.40	1600.74
mainak_33	choddoye	1	o	74.13	D	VS	125.18	17.07	160.85	374.73	411.15	1499.73	1307.91
	choddoye	2	o	30.47	D	VS	125.18	17.07	186.85	387.01	405.75	1450.36	1525.56
mainak_37	pOdottaeg	1	o	69.51	D	VLS	136.85	10.59	225.42	451.49	499.65	1385.24	1315.16
	pOdottaeg	2	ae	77.48	D	VLS	136.85	10.59	258.21	542.38	730.21	1625.09	1642.11
mainak_38	pOdottaeg	1	o	64.67	D	VLS	130.03	8.84	176.31	429.73	473.83	1305.18	1305.26
	pOdottaeg	2	ae	79.48	D	VLS	130.03	8.84	191.56	515.34	598.58	1595.85	1546.75
mainak_44	biruddhe	1	u	61.08	D	VAS	100.80	14.96	222.47	392.42	421.25	1574.91	1524.78
	biruddhe	2	e	66.43	D	VAS	100.80	14.96	238.32	435.46	466.64	1890.78	1913.73
mainak_45	juddho	1	u	68.30	D	VAS	127.01	18.67	187.72	297.58	333.84	1801.87	1207.81
	juddho	2	o	90.35	D	VAS	127.01	18.67	221.94	347.42	448.75	1195.16	1190.81
mainak_64	biruddhe	1	u	59.16	D	VAS	120.61	18.25	212.89	379.56	409.75	1511.94	1389.45
	biruddhe	2	e	148.96	D	VAS	120.61	18.25	219.75	404.58	442.16	1850.67	1868.79
mainak_73	uddessho	1	u	90.52	D	VLS	155.00	8.95	206.06	424.93	407.68	1348.65	1040.52
	uddessho	2	o	70.71	D	VLS	155.00	8.95	241.92	441.54	478.86	1779.92	1906.15
mainak_73	mOntobbo	1	o	61.09	BL	VS	184.36	6.16	221.10	455.05	455.90	1352.47	1109.64
	mOntobbo	2	o	156.55	BL	VS	184.36	6.16	234.72	431.73	469.68	908.08	946.34
mainak_88	uddhar	1	u	54.60	D	VAS	126.98	18.18	188.53	349.92	370.47	908.69	1008.93
	uddhar	2	a	99.65	D	VAS	126.98	18.18	232.35	523.99	723.85	1563.87	1396.44
mainak_90	shottojit	1	o	50.71	D	VLS	157.83	15.03	196.74	407.36	415.80	1169.97	1207.61
	shottojit	2	o	39.61	D	VLS	157.83	15.03	215.61	430.20	431.53	1540.70	1659.14
manika_116	bOddho	1	O	80.50	D	VAS	132.35	34.95	203.16	612.15	638.47	1117.81	1250.64
	bOddho	2	o	98.00	D	VAS	132.35	34.95	270.18	326.86	460.58	1627.47	1008.17
manika_13	ottOnto	1	o	57.74	D	VLS	142.62	8.99	217.66	509.22	451.90	1232.33	1232.42
	ottOnto	2	O	71.01	D	VLS	142.62	8.99	249.99	583.71	764.01	1489.99	1319.54
manika_142	juddher	1	u	77.70	D	VAS	117.26	20.88	264.54	330.96	450.46	2149.59	1376.08
	juddher	2	e	91.41	D	VAS	117.26	20.88	337.50	346.36	457.50	1616.40	1461.08
manika_163	choddoe	1	o	74.05	D	VS	113.81	11.86	264.14	563.46	531.30	2034.28	1407.16
	choddoe	2	o	25.00	D	VS	113.81	11.86	269.21	487.89	520.85	1905.31	1939.03
manika_176	mikkelsen	1	i	72.14	V	VLS	154.45	16.90	239.69	455.33	466.65	2575.36	2761.17
	mikkelsen	2	e	77.07	V	VLS	154.45	16.90	247.64	459.77	529.18	2632.29	2006.24
manika_212	Oboruddho	1	u	53.68	D	VAS	112.98	13.13	286.83	521.16	474.53	1158.74	1229.95
	Oboruddho	2	o	69.14	D	VAS	112.98	13.13	278.81	409.65	529.07	1051.97	1676.89
manika_243	mrittu	1	i	48.57	D	VLS	141.73	14.47	206.46	461.39	429.36	1242.04	679.32
	mrittu	2	u	52.09	D	VLS	141.73	14.47	215.38	409.69	420.79	1811.64	1326.70
manika_251	ottadhunik	1	o	68.54	D	VLS	118.63	8.60	241.12	540.88	495.23	771.37	1007.94
	ottadhunik	2	a	73.45	D	VLS	118.63	8.60	264.16	648.39	762.59	1778.39	1765.21
manika_252	mrittu	1	i	33.82	D	VLS	161.06	16.29	215.71	431.20	414.77	1087.95	765.80
	mrittu	2	u	52.75	D	VLS	161.06	16.29	234.44	412.12	399.74	1816.15	1095.25
manika_275	bisheshOggora	1	O	93.46	V	VS	97.18	8.58	294.39	597.31	681.60	898.10	1210.38
	bisheshOggora	2	o	45.55	V	VS	97.18	8.58	298.19	619.57	610.15	1033.98	1266.65
manika_286	shiddhanto	1	i	42.14	D	VAS	105.70	34.27	219.46	356.76	405.00	2614.53	2594.70
	shiddhanto	2	a	83.47	D	VAS	105.70	34.27	252.66	558.38	930.24	1893.66	1777.85
manika_306	Ogotta	1	o	65.16	D	VLS	165.15	8.20	303.03	555.64	601.44	1137.44	1266.46
	Ogotta	2	a	127.31	D	VLS	165.15	8.20	287.32	638.22	848.50	1722.24	1678.06
manika_360	chobbishTi	1	o	68.70	BL	VS	121.77	7.40	216.64	439.35	448.27	1781.31	1105.67
	chobbishTi	2	i	41.54	BL	VS	121.77	7.40	229.04	358.14	350.26	2468.96	2513.37
manika_365	shiddhanto	1	i	42.38	D	VAS	101.79	14.46	209.23	363.98	410.62	2508.82	2491.84
	shiddhanto	2	a	87.27	D	VAS	101.79	14.46	257.78	436.67	785.32	2005.16	1725.81
manika_399	nishiddho	1	i	20.89	D	VAS	98.15	9.73	266.26	323.13	331.42	2315.75	1456.96
	nishiddho	2	o	61.99	D	VAS	98.15	9.73	270.20	494.26	509.73	1998.87	1447.43
manika_40	shotti	1	o	55.60	D	VLS	132.53	13.70	244.08	467.02	505.02	1186.71	1303.81
	shotti	2	i	54.49	D	VLS	132.53	13.70	273.82	376.01	371.73	2494.07	2579.41
manika_405	biruddhe	1	u	57.94	D	VAS	106.64	16.20	245.89	415.61	472.32	2212.39	2087.57
	biruddhe	2	e	122.03	D	VAS	106.64	16.20	237.66	437.01	475.03	2356.68	2371.96
