File	Word	V1	V2	POA	MOA	V1 Dur	V2 Dur	Consonant Duration	Burst Duration	Burst RMS	F0_V1	F1_onset_V1	F1_mid_V1	F2_onset_V1	F2_mid_V1	F0_V2	F1_onset_V2	F1_mid_V2	F2_onset_V2	F2_mid_V2
mainak_205	mrittu	i	u	D	VLS	38.99	52.30	154.25	18.10	0.02	180.28	401.56	397.20	1923.15	1951.29	186.87	369.07	374.98	1561.41	1286.66
mainak_225	pOddhotir	O	o	D	VAS	75.06	52.43	89.09	10.16	0.06	201.19	437.33	541.36	866.41	1047.17	221.31	400.38	444.97	1466.55	1475.07
mainak_27	nishiddho	i	o	D	VAS	55.31	66.08	117.49	16.38	0.06	206.87	264.72	306.49	2143.81	2100.21	194.54	370.90	426.32	1305.66	1166.40
mainak_278	attohottai	a	o	D	VLS	106.46	82.81	176.45	13.66	0.03	156.05	862.03	794.90	1327.32	1258.53	194.03	534.04	516.91	1283.08	1076.19
mainak_286	mrittu	i	u	D	VLS	55.18	88.78	160.54	14.22	0.05	189.70	369.74	375.03	1912.56	2170.91	226.73	414.11	421.46	1456.49	1088.41
mainak_292	mrittu	i	u	D	VLS	38.49	73.64	172.85	17.93	0.02	187.88	417.21	393.05	1867.12	1885.31	213.23	361.54	400.22	1436.60	1330.93
mainak_299	biruddhe	u	e	D	VAS	58.50	58.24	113.19	14.17	0.03	189.88	357.67	382.98	1687.28	1651.68	200.98	419.55	438.24	1764.40	1600.74
mainak_33	choddoye	o	o	D	VS	74.13	30.47	125.18	17.07	0.10	160.85	374.73	411.15	1499.73	1307.91	186.85	387.01	405.75	1450.36	1525.56
mainak_37	pOdottaeg	o	ae	D	VLS	69.51	77.48	136.85	10.59	0.04	225.42	451.49	499.65	1385.24	1315.16	258.21	542.38	730.21	1625.09	1642.11
mainak_38	pOdottaeg	o	ae	D	VLS	64.67	79.48	130.03	8.84	0.03	176.31	429.73	473.83	1305.18	1305.26	191.56	515.34	598.58	1595.85	1546.75
mainak_44	biruddhe	u	e	D	VAS	61.08	66.43	100.80	14.96	0.04	222.47	392.42	421.25	1574.91	1524.78	238.32	435.46	466.64	1890.78	1913.73
mainak_45	juddho	u	o	D	VAS	68.30	90.35	127.01	18.67	0.05	187.72	297.58	333.84	1801.87	1207.81	221.94	347.42	448.75	1195.16	1190.81
mainak_64	biruddhe	u	e	D	VAS	59.16	148.96	120.61	18.25	0.05	212.89	379.56	409.75	1511.94	1389.45	219.75	404.58	442.16	1850.67	1868.79
mainak_73	uddessho	u	o	D	VLS	90.52	70.71	155.00	8.95	0.04	206.06	424.93	407.68	1348.65	1040.52	241.92	441.54	478.86	1779.92	1906.15
mainak_73	mOntobbo	o	o	BL	VS	61.09	156.55	184.36	6.16	0.05	221.10	455.05	455.90	1352.47	1109.64	234.72	431.73	469.68	908.08	946.34
mainak_88	uddhar	u	a	D	VAS	54.60	99.65	126.98	18.18	0.08	188.53	349.92	370.47	908.69	1008.93	232.35	523.99	723.85	1563.87	1396.44
mainak_90	shottojit	o	o	D	VLS	50.71	39.61	157.83	15.03	0.04	196.74	407.36	415.80	1169.97	1207.61	215.61	430.20	431.53	1540.70	1659.14
manika_116	bOddho	O	o	D	VAS	80.50	98.00	132.35	34.95	0.01	203.16	616.09	645.56	1142.61	1255.48	270.18	330.37	464.79	1600.77	1016.59
manika_13	ottOnto	o	O	D	VLS	57.74	71.01	142.62	8.99	0.05	217.66	526.50	458.42	1253.37	1270.69	249.99	589.61	797.76	1503.46	1328.24
manika_142	juddher	u	e	D	VAS	77.70	91.41	117.26	20.88	0.02	264.54	326.45	451.23	2202.92	1384.51	337.50	353.90	470.67	2303.20	2149.13
manika_163	choddoe	o	o	D	VS	74.05	25.00	113.81	11.86	0.03	264.14	499.34	534.28	2045.60	1442.56	269.21	489.47	521.99	1907.19	1940.18
manika_176	mikkelsen	i	e	V	VLS	72.14	77.07	154.45	16.90	0.02	239.69	449.06	453.28	2222.80	2790.18	247.64	460.91	534.30	2609.25	2019.58
manika_212	Oboruddho	u	o	D	VAS	53.68	69.14	112.98	13.13	0.02	286.83	581.93	496.49	1214.96	1259.97	278.81	411.99	511.05	1891.59	1673.34
manika_243	mrittu	i	u	D	VLS	48.57	52.09	141.73	14.47	0.02	206.46	461.03	434.28	1306.14	2846.27	215.38	406.72	419.61	1797.30	1300.09
manika_251	ottadhunik	o	a	D	VLS	68.54	73.45	118.63	8.60	0.03	241.12	571.69	500.86	757.22	1014.27	264.16	656.70	771.24	1794.01	1815.67
manika_252	mrittu	i	u	D	VLS	33.82	52.75	161.06	16.29	0.02	215.71	435.94	421.95	1162.41	2789.92	234.44	400.06	405.98	1794.46	1212.14
manika_275	bisheshOggora	O	o	V	VS	93.46	45.55	97.18	8.58	0.04	294.39	622.97	865.41	1989.03	1128.33	298.19	680.03	615.82	1114.88	1278.48
manika_286	shiddhanto	i	a	D	VAS	42.14	83.47	105.70	34.27	0.01	219.46	350.04	404.89	2648.03	2587.49	252.66	462.71	870.49	1926.57	1784.20
manika_306	Ogotta	o	a	D	VLS	65.16	127.31	165.15	8.20	0.03	303.03	557.33	606.48	1166.70	1286.01	287.32	647.19	871.56	1743.40	1802.63
manika_360	chobbishTi	o	i	BL	VS	68.70	41.54	121.77	7.40	0.05	216.64	438.86	454.46	1773.06	1123.42	229.04	350.65	347.62	2485.78	2504.06
manika_365	shiddhanto	i	a	D	VAS	42.38	87.27	101.79	14.46	0.03	209.23	364.64	410.57	2504.76	2486.59	257.78	381.12	485.97	2033.59	1710.69
manika_399	nishiddho	i	o	D	VAS	20.89	61.99	98.15	9.73	0.03	266.26	320.16	333.08	2447.54	2482.73	270.20	459.84	440.50	2013.83	1282.44
manika_40	shotti	o	i	D	VLS	55.60	54.49	132.53	13.70	0.02	244.08	475.94	507.35	1206.27	1314.06	273.82	376.23	369.85	2484.96	2561.67
manika_405	biruddhe	u	e	D	VAS	57.94	122.03	106.64	16.20	0.03	245.89	417.58	471.44	2215.96	2073.48	237.66	396.94	476.48	2387.02	2371.79
manika_427	bODDo	O	o	R	VS	92.00	54.06	121.02	7.93	0.03	244.14	545.83	631.12	924.97	957.18	290.47	546.72	569.07	1504.39	1487.07
manika_434	shotti	o	i	D	VLS	62.50	103.72	168.57	10.17	0.007	225.68	513.95	464.15	1191.09	1179.92	93.97	372.20	386.64	2533.67	2680.84
manika_473	shotti	o	i	D	VLS	52.91	82.74	110.18	33.86	0.05	250.54	525.07	518.33	1344.61	1320.08	315.86	380.22	360.25	2492.65	2562.04
manika_480	bODDo	O	o	R	VS	90.25	45.24	109.86	6.97	0.04	237.74	516.82	672.65	1521.93	1025.21	286.47	536.06	551.65	1562.71	1434.07
manika_501	shiddhante	i	a	D	VAS	34.90	90.61	107.94	17.76	0.01	247.42	334.73	375.35	2542.49	2617.50	277.78	398.23	847.64	2018.34	1789.01
manika_519	shiddhanto	i	a	D	VAS	50.00	92.26	107.87	10.02	0.02	268.91	633.24	403.61	2276.88	2575.19	320.09	373.34	731.08	1998.64	1397.91
manika_530	shiddhantoke	i	a	D	VAS	62.96	93.39	107.25	9.16	0.01	263.91	338.02	449.12	2557.18	2592.55	315.75	703.86	916.45	1970.99	1863.34
manika_557	shotti	o	i	D	VLS	66.55	90.66	130.67	14.38	0.01	343.84	489.43	649.84	1125.35	1464.35	269.54	402.15	415.79	2482.68	2652.34
