File	Word	V1	V2	POA	MOA	V1 Dur	V2 Dur	Consonant Duration	Burst Duration	Burst RMS	F0_V1	F1_onset_V1	F1_mid_V1	F2_onset_V1	F2_mid_V1	F0_V2	F1_onset_V2	F1_mid_V2	F2_onset_V2	F2_mid_V2
Bd_17	mOto	O	o	D	VLS_N	67.64	109.36	83.00	18.84	0.02	138.57	603.20	544.27	1179.14	978.13	142.64	409.79	415.76	1129.56	1012.76
Bd_18	shutorang	u	o	D	VLS_N	26.13	46.90	63.20	18.61	0.04	168.20	323.21	355.95	1219.30	1161.79	181.81	405.23	471.78	1200.97	1224.35
Bd_18	naToker	a	o	R	VLS_N	102.86	53.64	59.45	13.16	0.06	124.11	502.68	683.27	1499.54	1387.79	154.41	444.26	431.45	1328.15	1176.89
Bd_18	kichhuTA	u	a	D	VLS_N	52.40	150.48	28.43	12.33	0.06	151.59	395.96	209.60	1490.44	1310.64	130.91	461.73	591.43	1552.54	1395.24
Bd_18	mOto	O	o	D	VLS_N	56.34	52.43	51.59	22.77	0.03	154.89	567.84	473.85	1289.80	920.90	165.65	415.88	430.29	1137.56	1154.85
Bd_20	ebaepare	ae	a	BL	VLS_N	65.73	69.59	101.50	7.32	0.12	168.15	474.60	497.36	1573.25	1521.56	174.74	506.91	552.40	1145.46	1355.57
Bd_22	Obak	O	a	BL	VS_N	56.91	72.78	41.30	2.35	0.19	119.46	550.79	559.13	901.41	897.73	143.77	515.15	634.93	962.78	1126.95
Bd_24	amake	a	e	V	VLS_N	70.10	53.24	65.54	7.71	0.07	148.70	598.06	620.14	1037.84	1330.00	173.72	389.92	404.72	2112.15	1781.22
Bd_25	dokan	o	a	V	VLS_N	62.83	69.26	54.22	28.95	0.009	115.88	383.27	424.15	1310.51	948.73	140.34	478.69	619.66	1169.15	1377.24
Bd_25	aeto	ae	o	D	VLS_N	79.74	84.60	71.13	17.24	0.03	120.32	603.48	659.41	1857.26	1674.46	163.07	459.41	441.92	1155.55	991.14
Bd_27	shutorang	u	o	D	VLS_N	35.81	25.22	47.98	22.48	0.06	151.94	356.61	361.47	1190.36	1132.56	168.83	460.22	488.99	1428.37	1454.13
Bd_27	gurutto	u	o	D	VLS	57.19	131.40	176.62	19.63	0.04	141.88	317.08	318.78	1089.23	1175.50	124.62	374.14	421.43	1055.21	968.92
Bd_30	Okarone	O	e	V	VLS_N	48.84	72.67	68.46	14.72	0.02	123.42	585.75	587.97	923.68	906.00	159.05	519.17	644.18	1384.29	1450.88
Bd_30	bipod	i	o	BL	VLS_N	73.07	81.48	68.25	22.44	0.05	127.26	288.64	282.91	2017.05	2177.56	160.39	424.85	478.12	851.99	1018.79
Bd_30	apoder	a	o	BL	VLS_N	86.74	58.86	85.17	8.28	0.11	159.39	511.42	624.51	1330.32	1263.14	157.95	432.50	454.58	874.18	1029.27
Bd_32	dabar	a	a	BL	VS_N	89.97	86.92	37.49	7.75	0.10	113.82	524.94	690.09	1240.66	1322.95	146.63	489.33	611.72	1018.67	1270.28
Bd_32	Oporiharjo	O	o	BL	VLS_N	91.53	32.17	91.20	6.59	0.06	116.73	605.62	536.95	1048.12	852.44	138.78	424.90	438.71	920.23	1101.07
Bd_33	tader	a	e	D	VS_N	77.44	76.01	54.45	4.92	0.11	122.15	639.91	675.60	1339.78	1340.67	151.30	450.84	475.21	1657.94	1724.52
Bd_34	chaka	a	a	V	VLS_N	80.69	89.21	90.18	7.81	0.07	124.40	533.36	677.05	1694.12	1446.36	146.87	559.04	646.63	1405.63	1302.72
Bd_35	moto	o	o	D	VLS_N	67.41	47.32	75.28	17.22	0.02	128.27	564.10	620.48	1116.57	936.08	144.70	411.89	405.68	1165.74	1135.86
Bd_35	hote	o	e	D	VLS_N	56.95	64.69	76.56	6.99	0.09	144.57	420.63	427.13	1146.82	1174.48	166.50	451.96	462.52	1762.24	1765.20
Bd_37	tader	a	e	D	VS_N	84.06	58.04	65.68	15.23	0.08	127.41	648.95	665.92	1331.18	1289.33	149.32	441.77	448.20	1784.86	1864.41
Bd_38	moTamoti	O	a	R	VLS_N	91.40	47.82	40.29	9.24	0.03	142.89	282.46	405.09	924.97	865.93	178.99	524.58	561.43	1286.80	1221.21
Bd_39	guTiye	u	i	R	VLS_N	57.86	61.97	62.88	23.07	0.03	139.51	313.23	297.46	900.32	875.20	156.02	286.75	314.43	2097.56	1525.97
Bd_40	jOgodish	o	i	D	VS_N	46.73	74.56	67.24	3.53	0.14	138.27	480.81	455.71	897.67	1039.64	203.86	351.83	351.83	1790.34	1028.77
Bd_41	odik	o	i	D	VS_N	90.77	61.30	77.09	4.31	0.06	130.64	407.59	377.31	699.81	818.22	179.04	304.69	343.00	2187.80	2275.84
Bd_42	gopone	o	e	BL	VLS_N	79.88	46.77	97.97	8.32	0.05	125.10	346.86	375.02	963.10	843.24	149.50	383.27	433.39	812.55	956.01
Bd_44	Okolponiyo	O	o	V	VLS_N	107.47	73.79	74.30	17.73	0.02	132.43	523.94	541.80	864.46	864.53	139.40	437.98	543.34	898.61	1005.95
Bd_45	agam	a	a	V	VS_N	83.10	100.49	42.31	7.06	0.07	126.36	776.18	681.16	1364.48	1442.15	157.47	451.88	556.37	1549.92	1494.95
Bd_45	kolkataye	a	a	D	VLS_N	65.30	59.35	77.44	6.15	0.06	152.98	484.51	584.33	1468.75	1422.20	168.52	539.66	591.87	641.21	1323.96
Bd_48	oTa	o	a	R	VLS_N	76.07	83.04	57.80	8.02	0.03	139.21	367.08	384.42	602.69	723.23	168.47	556.13	642.13	1422.55	1455.57
Bd_52	jodi	o	i	D	VS_N	71.05	55.77	58.67	5.19	0.06	192.23	327.79	399.11	1757.99	1540.57	208.35	347.15	384.36	785.81	2077.08
Manika_01	druto	u	o	D	VLS_N	85.97	157.19	87.87	0.08	0.002	224.85	397.39	426.62	1287.64	1345.99	262.30	473.52	525.78	1307.74	1029.18
Manika_02	upottOka	o	O	D	VLS	54.38	66.03	117.72	13.75	0.01	233.65	513.08	495.30	1047.95	1240.61	228.43	593.56	666.94	1671.00	1494.84
Manika_311	robibar	o	i	BL	VS_N	74.14	60.25	43.96	3.80	0.05	248.64	464.12	506.60	1366.85	1122.90	324.65	507.75	437.89	2144.44	2392.03
Manika_311	rate	a	e	D	VLS_N	76.51	117.53	99.94	8.36	0.03	270.63	685.11	818.78	1972.72	1834.34	266.61	531.41	521.49	2166.21	2466.24
Manika_312	bariTi	i	i	D	VLS_N	50.07	56.98	68.51	18.42	0.03	253.40	748.33	588.85	1462.75	1580.15	260.83	404.40	442.13	1558.93	1803.52
Manika_314	kormider	i	e	D	VS_N	46.46	90.98	49.77	7.60	0.03	224.58	462.90	442.01	2291.12	1340.99	221.58	435.12	454.89	2075.58	2412.51
Manika_364	mrittu	i	u	D	VLS	59.71	48.40	125.91	18.05	0.01	230.91	458.30	435.92	2739.79	2754.31	255.55	431.69	466.96	1819.94	1105.81
Manika_367	uttOpto	u	O	D	VLS	69.77	47.18	141.45	12.46	0.03	221.38	464.51	443.72	1108.84	990.56	236.99	555.30	660.30	1691.28	1482.85
Manika_368	dabite	a	i	BL	VS_N	88.54	38.76	54.47	7.31	0.05	252.66	597.12	777.38	1802.40	1766.71	256.26	431.51	390.16	1975.08	1732.85
Manika_626	jodi	o	i	D	VS_N	55.61	66.88	58.14	4.94	0.04	307.62	431.97	602.13	1942.28	2093.36	300.62	345.05	443.11	2474.62	2678.69
Manika_627	bhaggoban	a	o	V	VS	63.61	28.70	117.22	7.79	0.01	240.36	955.98	938.47	1625.49	1738.44	254.62	555.88	561.97	1569.98	1132.33
Manika_628	bakider	a	i	V	VLS_N	90.38	41.84	81.61	13.44	0.02	254.96	763.92	984.16	1497.85	1577.32	290.90	363.22	372.25	1638.77	1664.71
Manika_630	thakar	a	a	V	VLS_N	42.07	73.89	62.78	9.12	0.02	310.56	912.93	875.94	1792.48	1585.31	321.10	661.80	801.11	1582.03	1815.08
Manika_631	tadero	a	e	D	VS_N	119.18	73.60	48.28	7.62	0.04	254.52	772.85	933.72	1707.87	1539.35	283.07	555.45	564.76	2182.91	2288.11
Manika_635	notun	o	u	D	VLS_N	80.84	30.30	59.96	16.93	0.02	259.31	542.12	526.35	1352.04	1084.61	262.22	470.77	481.68	945.54	895.07
Rita_01	dhappa	a	a	BL	VLS	68.52	146.26	230.22	15.08	0.04	196.92	861.42	924.91	1221.11	1339.09	179.93	744.11	822.85	1250.46	1281.81
Rita_01	mOmota	o	a	D	VLS_N	64.13	63.24	56.80	12.73	0.03	209.85	462.09	581.51	1022.76	1072.92	242.78	578.99	706.35	709.41	1265.80
Rita_02	bOktobbo	o	o	BL	VS	83.44	203.16	135.21	12.51	0.04	321.60	563.77	618.44	1578.35	1272.84	220.39	480.87	562.39	889.55	899.20
Rita_04	chOTTopaddhay	O	o	R	VLS	86.00	42.69	145.15	17.32	0.03	315.09	563.99	655.73	1444.23	1593.30	309.95	504.01	547.61	1773.16	1533.00
Rita_04	prottaekhan	o	ae	D	VLS	57.83	74.11	171.04	14.37	0.04	240.14	443.43	488.06	1187.19	1314.29	308.61	588.15	647.13	1119.45	877.39
Rita_04	edin	e	i	D	VS_N	135.19	117.23	72.85	10.82	0.03	239.81	482.11	467.74	1396.95	1781.65	246.93	324.91	348.88	2240.88	2718.91
Rita_07	jekono	e	o	V	VLS_N	66.99	40.70	77.98	35.76	0.02	249.21	377.11	434.70	2467.73	1860.77	347.35	521.44	613.68	1050.94	1114.67
Rita_07	chhoTTo	O	o	R	VLS	72.93	191.86	372.86	12.60	0.08	285.80	466.97	577.33	1811.07	1619.56	317.97	538.66	594.82	1695.79	1040.94
Rita_08	koTi	o	i	R	VLS_N	95.51	56.72	86.46	20.32	0.13	287.63	427.14	487.31	794.79	859.51	341.62	340.35	370.76	2480.67	1619.51
Rita_10	chhoTo	o	o	R	VLS_N	67.44	147.23	82.47	7.96	0.10	299.21	473.96	528.95	1317.08	1162.30	380.79	524.87	666.60	1888.93	1412.51
Rita_151	bhetore	e	o	R	VLS_N	66.07	68.07	68.13	18.26	0.02	361.00	594.11	647.33	1792.09	2146.81	354.85	507.89	574.48	1803.42	1790.65
Rita_181	barite	i	e	D	VLS_N	70.81	200.53	93.39	16.05	0.02	184.86	364.90	362.01	2027.47	2254.71	123.77	356.29	374.01	2085.11	2077.33
Rita_182	hOTat	O	a	R	VLS_N	82.36	94.21	92.27	12.13	0.04	217.79	860.28	874.66	1104.66	1255.83	343.27	649.31	794.73	1657.18	1457.07
Rita_184	hOTat	O	a	R	VLS_N	60.03	81.32	77.77	11.74	0.05	238.72	878.98	879.75	1167.24	1170.54	333.58	701.45	759.92	1574.10	1594.68
Rita_185	Oggan	O	a	V	VS	107.47	93.04	159.96	25.44	0.02	218.42	815.87	786.55	1123.38	1057.40	290.12	621.80	860.55	1676.20	1744.59
Rita_186	Deke	e	e	V	VLS_N	95.39	143.84	128.12	5.45	0.06	246.95	422.23	485.33	2155.51	1538.07	193.15	419.22	417.71	2630.04	2588.26
Rita_189	 take	a	e	V	VLS_N	69.56	60.52	81.42	8.79	0.04	207.50	698.90	760.82	1047.23	998.54	246.08	504.85	518.62	1398.93	1377.84
Rita_191	duTo	u	o	R	VLS_N	74.91	78.54	61.80	26.52	0.02	230.67	364.97	406.70	1660.83	1377.74	253.55	466.45	504.25	1730.44	1679.90
Rita_61	protikriyao	o	i	R	VLS_N	79.91	48.46	76.96	21.35	0.01	205.31	442.75	454.65	1055.57	1196.25	253.88	356.29	388.51	2288.50	2468.21
Rita_63	shombhabbo	a	o	BL	VS	88.01	135.76	172.68	20.48	0.03	290.79	758.00	832.68	880.60	1263.78	206.81	446.73	478.65	889.24	906.17
Rita_65	tOBe	O	e	BL	VLS_N	85.04	81.10	66.37	7.03	0.10	228.27	633.99	769.26	1771.57	1544.80	262.52	479.70	496.15	1700.38	1325.07
Rita_66	otirikto	o	i	D	VLS_N	94.34	59.38	87.37	17.11	0.05	224.85	475.76	451.64	735.13	922.58	307.96	334.65	351.44	2171.82	2450.76
Rita_67	shamprotik	o	i	D	VLS_N	70.90	84.77	76.62	12.40	0.04	352.27	571.82	632.09	1375.26	1467.99	360.47	392.35	423.41	1577.21	1900.43
Rita_68	biggaenira	i	ae	V	VS	99.03	117.51	119.14	19.45	0.02	229.18	360.85	392.04	1879.49	2576.51	271.47	478.44	789.94	2178.20	1496.97
Rita_70	opor	o	o	BL	VLS_N	89.40	75.45	72.97	26.34	0.02	233.66	538.19	470.63	909.08	882.68	310.63	418.85	497.94	814.73	929.78
abd_0	notun	o	u	D	VLS_N	71.31	55.14	68.70	18.71	0.05	173.50	456.83	477.46	1267.94	1151.23	199.36	334.75	365.78	1187.23	1303.53
abd_1	barite	i	e	D	VLS_N	37.15	83.17	79.36	5.50	0.10	172.66	353.27	339.97	2105.75	2216.76	224.22	448.86	500.81	2024.23	1759.13
abd_103	shiddhanto	i	a	D	VAS	57.67	101.73	116.74	6.39	0.03	178.37	295.95	355.10	2272.13	2261.83	194.88	484.58	656.39	1625.10	1583.51
abd_104	shiddhanto	i	a	D	VAS	43.46	104.53	107.93	13.05	0.05	159.83	312.55	319.70	2170.42	2192.12	192.24	419.41	603.03	1731.63	1530.26
abd_121	bishuddho	u	o	D	VAS	42.32	92.70	118.39	23.02	0.06	191.27	286.26	352.19	1717.87	1546.74	182.46	362.15	430.05	1136.60	1025.45
abd_145	briddha	i	a	D	VAS	59.37	207.09	136.61	11.62	0.04	157.18	304.73	310.06	1971.59	2155.68	108.50	433.03	669.23	1644.81	1330.84
abd_150	briddhabosthay	i	a	D	VAS	48.23	127.98	108.56	18.42	0.06	137.85	289.61	280.93	2313.39	2287.12	165.85	504.34	678.53	1643.84	1359.23
abd_152	phoTa	o	a	R	VLS_N	52.58	192.93	74.73	5.72	0.02	177.98	501.58	602.26	2094.09	2084.39	151.02	572.05	737.04	1481.97	1379.53
abd_153	jeTa	e	a	R	VLS_N	89.22	122.93	69.47	15.06	0.04	142.64	304.14	398.66	2078.57	2111.06	152.25	581.98	726.76	1679.43	1493.15
abd_154	rate	a	e	D	VLS_N	123.54	146.75	78.04	16.97	0.06	165.99	529.42	746.18	1458.64	1472.23	155.90	407.98	424.84	2015.29	2152.25
abd_154	pokar	o	a	V	VLS_N	73.82	114.75	79.16	12.16	0.02	175.90	373.03	440.20	965.12	866.40	149.58	498.18	660.89	1319.07	1426.48
abd_157	bhagganneshone	a	a	V	VS	56.39	68.90	109.59	14.82	0.06	135.96	807.24	780.09	1304.24	1398.04	167.04	499.08	653.86	1601.84	1645.27
abd_158	thake	a	e	V	VLS_N	89.66	110.96	92.99	18.57	0.02	135.98	692.77	724.17	1712.08	1451.72	96.59	304.35	373.36	2440.56	2368.55
abd_16	uddhar	u	a	D	VAS	94.48	99.65	97.42	11.53	0.13	188.45	392.18	373.77	1036.74	948.95	204.48	473.29	640.44	1567.23	1525.68
abd_17	uddhar	u	a	D	VAS	88.82	141.84	121.37	5.46	0.09	167.17	308.46	334.63	784.08	985.68	202.58	471.92	608.74	1458.36	1476.33
abd_178	toakka	a	a	V	VLS	62.01	67.04	131.93	26.60	0.03	167.60	609.86	684.45	1030.83	1184.84	177.87	550.67	696.52	1512.95	1485.67
abd_190	shiddho	i	o	D	VAS	46.96	94.81	127.51	23.92	0.03	179.30	331.33	344.39	2187.22	2122.03	191.98	367.82	454.82	1270.87	1136.14
abd_2	age	a	e	V	VS_N	125.47	146.03	70.27	10.04	0.06	210.85	566.97	855.69	1730.66	1669.28	186.12	356.63	417.12	2234.32	2203.60
abd_203	briddhi	i	i	D	VAS	79.79	92.47	103.83	33.69	0.01	178.00	355.05	363.72	1856.64	2028.87	187.91	245.36	281.45	2052.34	2179.36
abd_214	shOtteo	O	e	D	VLS	70.17	53.51	163.54	16.11	0.02	154.78	589.93	595.27	1169.37	1103.44	180.17	400.04	416.28	1635.08	1566.51
abd_230	choddo	o	o	D	VS	81.80	57.76	132.06	11.30	0.04	179.40	370.80	403.40	1530.61	1226.19	190.64	393.13	408.80	1134.61	1109.42
abd_248	uttor	u	o	D	VLS	78.74	81.67	167.98	15.58	0.05	166.38	358.64	330.08	781.45	844.11	179.07	400.44	470.24	1240.13	1228.20
abd_272	chhOkkar	O	a	V	VLS	57.76	125.24	166.96	24.55	0.04	152.84	617.87	626.91	1099.65	1066.05	196.94	1151.32	688.97	1545.07	1334.16
abd_28	briddho	i	o	D	VAS	106.38	185.24	125.49	41.05	0.02	147.93	315.76	298.03	1953.91	2330.27	188.07	278.15	453.68	1207.82	1043.51
abd_31	uttor	u	o	D	VLS	94.65	79.89	114.70	21.78	0.02	150.67	323.04	315.41	838.81	928.26	177.03	376.60	416.44	1158.02	1229.34
abd_31	dite	i	e	D	VLS_N	61.82	61.70	62.91	16.78	0.06	168.69	321.77	333.80	1882.04	2035.69	177.38	384.57	483.14	1853.19	1721.79
abd_4	chhobiTa	i	a	R	VLS_N	42.80	85.39	44.63	13.07	0.08	170.47	337.73	336.45	1602.72	2002.35	192.28	500.26	598.98	1853.29	1708.69
abd_5	thake	a	e	V	VLS_N	69.56	159.74	79.58	20.46	0.04	189.51	773.08	749.67	1410.48	1519.61	144.13	327.96	361.93	2333.61	2311.70
abd_5	barite	i	e	D	VLS_N	27.07	66.08	78.03	10.14	0.05	169.45	349.09	351.09	1998.27	2245.39	203.12	419.94	507.79	1935.52	1867.42
abd_62	bhuTaner	u	a	D	VLS_N	86.55	72.41	62.92	13.41	0.08	124.73	499.23	259.82	933.23	805.42	155.03	502.17	612.21	1616.92	1651.93
abd_62	gulibiddho	i	o	D	VAS	63.71	160.80	129.10	28.75	0.05	168.06	320.73	337.76	2010.51	2233.46	186.79	324.08	457.21	1230.89	1092.00
abd_69	joddha	o	a	D	VAS	86.99	235.56	122.66	18.48	0.06	175.07	357.38	423.15	1706.75	1406.51	148.64	518.45	660.69	1592.96	1430.94
abd_7	jake	a	e	V	VLS_N	114.42	77.03	51.50	29.61	0.07	160.46	327.02	679.74	1967.53	1693.08	203.24	424.22	436.73	2048.85	2018.73
abd_70	take	a	e	V	VLS_N	80.51	93.86	67.51	19.83	0.03	147.18	549.80	686.68	1630.13	1569.52	167.93	419.38	494.86	2040.59	2114.36
abd_72	joddha	o	a	D	VAS	78.34	201.86	115.32	20.46	0.06	192.88	395.52	426.91	1742.30	1408.91	149.84	465.99	702.91	1401.14	1452.21
abd_73	protibado	o	i	D	VLS_N	88.56	74.86	75.07	19.90	0.05	165.27	355.33	416.05	1101.48	1102.77	182.04	322.50	360.73	2184.81	2145.72
abd_77	Taka	a	a	V	VLS_N	82.26	121.16	73.31	6.77	0.06	178.22	565.10	692.69	1510.26	1565.98	192.60	538.70	638.24	1486.23	1451.73
abd_78	oder	o	e	D	VS_N	66.33	70.65	63.74	13.20	0.06	146.33	378.68	407.65	934.54	915.08	174.95	391.11	471.61	1720.53	1874.55
abd_79	kupokat	u	o	BL	VLS_N	47.17	54.86	87.78	7.47	0.05	169.49	359.39	364.06	799.22	733.87	174.27	373.95	381.94	773.00	712.38
abd_8	baba	a	a	BL	VS_N	105.68	73.49	36.66	7.79	0.13	156.77	563.48	737.20	1114.01	1242.38	177.76	525.12	682.88	1084.12	1248.97
abd_80	ghushite	i	e	D	VLS_N	30.33	229.14	80.41	10.08	0.06	180.88	251.76	301.00	2245.82	2188.62	154.08	370.65	404.54	2070.68	2150.08
amitava_114	ittadi	i	a	D	VLS	80.38	82.63	164.87	13.63	0.01	84.70	294.40	317.80	1898.82	2419.45	189.43	541.18	641.79	1746.30	1688.47
amitava_122	bouddho	u	o	D	VAS	52.65	79.36	151.87	29.38	0.007	212.13	409.43	386.35	875.31	877.05	233.28	326.01	432.00	1403.91	917.07
amitava_125	choddo	o	o	D	VLS	81.07	53.21	141.27	13.10	0.01	176.60	393.20	433.76	1380.82	1119.28	179.34	397.95	398.27	1344.03	1280.54
amitava_39	sthapOttobiddar	O	o	D	VLS	47.44	37.20	156.01	16.31	0.02	207.61	645.62	515.52	694.47	896.75	242.26	430.34	464.33	1378.74	1266.85
amitava_39	sthapOttobiddar	i	a	D	VS	59.96	71.96	145.49	19.44	0.02	228.67	360.88	335.91	1566.94	2076.68	232.47	495.68	621.73	1589.70	1580.80
amitava_41	Odditio	O	o	D	VS	112.59	56.16	162.28	7.64	0.02	147.64	689.81	711.00	955.83	753.40	214.82	329.83	315.14	2096.13	2183.79
amitava_41	sthapOtto	O	o	D	VLS	62.73	39.98	131.91	12.58	0.02	201.58	645.63	520.04	904.09	928.36	216.00	430.23	436.19	1423.08	1461.53
amitava_60	noikOTTo	O	o	R	VLS	72.73	73.63	171.92	12.01	0.04	153.67	538.10	649.24	1124.79	1117.87	108.31	447.63	434.24	1319.50	1143.31
amitava_71	briddhi	i	i	D	VAS	43.46	60.21	112.24	47.41	0.009	131.99	337.95	299.71	1919.76	1986.69	158.49	203.09	281.39	2065.56	2110.66
amitava_78	shotti	o	i	D	VLS	44.98	139.06	207.10	21.85	0.02	158.89	438.56	442.17	1145.15	1229.29	233.79	327.39	262.56	2238.57	2516.62
amitava_79	prottek	o	e	D	VLS	71.58	38.09	150.07	17.20	0.03	196.19	497.27	423.26	1203.88	1048.28	257.54	468.36	489.32	2014.60	2103.63
amitava_88	bhittik	i	i	D	VLS	61.57	77.09	220.45	19.06	0.02	221.47	313.73	321.99	1651.42	1620.96	245.04	340.43	374.20	2214.39	2350.92
amitava_88	shotti	o	i	D	VLS	45.91	157.24	195.14	18.53	0.01	195.70	425.36	433.77	1310.89	1342.87	158.43	349.98	295.69	2156.90	2374.77
bd_00	shotti 	o	i	D	VLS	59.79	58.90	99.72	28.40	0.02	127.08	378.97	391.00	1301.02	1255.78	159.60	290.00	281.98	2188.38	2104.93
bd_00	shotti	o	i	D	VLS	65.04	110.97	154.78	20.37	0.06	168.40	334.81	420.20	1555.62	1317.61	132.92	273.32	271.79	2227.17	2248.71
bd_00	jOgodish	o	i	D	VS_N	70.59	100.05	59.53	13.38	0.06	129.89	424.13	435.98	942.92	1034.56	160.96	297.47	315.33	2063.62	2127.96
bd_00	bhOdroloker	o	e	V	VLS_N	51.75	89.03	59.55	37.94	0.04	141.48	443.99	430.83	1266.24	1134.79	121.40	371.77	411.36	2031.18	1961.61
bd_00	khOborakhObor	O	o	BL	VS_N	61.10	56.45	35.40	8.58	0.11	108.80	539.77	499.94	943.35	812.94	120.77	423.37	474.76	901.03	1088.29
bd_04	amake	a	e	V	VLS_N	49.57	125.80	94.73	4.63	0.10	142.02	592.77	678.49	1099.67	1280.22	158.64	354.15	372.60	2272.76	2286.00
bd_04	shotto	o	o	D	VLS	47.63	57.26	147.96	12.45	0.03	127.54	408.98	426.99	1149.26	1125.27	149.17	408.87	433.25	1209.80	1088.28
bd_04	shikar	i	a	V	VLS_N	60.21	72.43	40.13	20.92	0.05	123.17	321.05	316.44	2186.61	2322.89	136.12	462.73	562.87	1852.49	1678.51
bd_105	shiddhante	i	a	D	VAS	19.21	81.47	129.08	19.78	0.04	128.17	301.94	301.11	2135.48	2060.97	129.34	501.91	583.55	1592.72	1465.55
bd_118	bODDo	O	o	R	VS	77.19	48.22	125.78	7.03	0.19	114.59	466.28	537.52	847.14	987.17	154.85	446.38	453.65	1185.55	980.89
bd_128	buddhi	u	i	D	VAS	49.16	105.07	134.46	91.58	0.02	105.86	294.06	288.02	898.06	948.47	93.58	282.63	251.74	2142.94	2215.74
bd_16	shakkhi	a	i	V	VLAS	77.96	68.82	123.52	78.41	0.03	131.63	670.38	682.02	1278.93	1354.71	161.88	315.93	337.85	2341.86	1550.18
bd_184	uttor	u	o	D	VLS	87.16	77.81	141.87	15.50	0.04	119.60	363.39	323.85	884.55	875.71	143.11	366.84	404.23	1191.68	1207.09
bd_313	shroddha	o	a	D	VAS	50.33	79.53	111.85	22.72	0.04	127.25	505.81	497.05	1013.47	982.51	164.39	581.87	638.92	1401.73	1364.87
bd_322	uttor	u	o	D	VLS	61.02	71.59	114.90	15.06	0.04	131.21	320.73	313.16	944.85	925.80	165.02	359.84	422.56	1153.34	1161.97
bd_337	khabba	a	a	BL	VS	44.90	48.37	127.15	8.80	0.13	122.58	776.01	679.74	1154.01	1099.55	129.78	537.85	550.72	1114.31	1335.11
bd_337	Dabba	a	a	BL	VS	78.56	111.46	143.59	10.29	0.06	107.04	510.86	598.03	1660.48	1464.96	96.88	518.68	521.08	1084.26	1139.12
bd_354	uttori	u	o	D	VLS	50.86	56.91	132.29	16.06	0.08	124.25	322.89	332.34	792.15	903.42	157.09	379.07	401.19	1240.26	1306.23
bd_359	uttor	u	o	D	VLS	63.90	77.40	129.94	16.90	0.03	114.78	375.54	318.33	888.66	943.41	120.41	391.68	418.72	1006.44	1103.32
bd_95	uttejonae	u	e	D	VLS	38.79	74.55	132.55	15.63	0.06	128.66	321.65	320.32	854.14	942.79	148.82	375.61	394.83	1707.35	1909.08
bd_96	shiddhante	i	a	D	VAS	45.22	83.66	89.02	13.57	0.06	147.02	312.03	302.85	2122.99	2039.75	149.77	501.65	611.55	1613.84	1478.76
chan_01	torunike	i	e	V	VLS_N	54.10	97.56	67.69	31.65	0.007	138.79	355.11	358.30	2200.59	2347.37	111.38	319.84	387.50	2229.22	2149.57
chan_0100	dOtto	O	o	D	VLS	94.08	106.92	197.55	21.87	0.02	116.88	577.03	656.35	1434.93	1179.40	133.83	443.45	443.47	1215.07	1052.15
chan_0100	amitavo	i	a	D	VLS_N	55.91	84.69	72.63	14.81	0.01	136.84	384.76	369.45	1851.33	2340.41	138.72	530.19	639.44	1657.96	1462.72
chan_0101	Omrita	i	a	D	VLS_N	89.86	104.82	82.21	16.62	0.02	141.98	370.03	342.96	1511.94	2098.99	134.50	547.67	703.82	1751.90	1486.20
chan_0103	shomriddho	i	o	D	VAS	43.12	189.33	182.04	49.91	0.01	139.50	385.88	354.09	2118.07	2191.98	140.34	375.74	429.83	1284.61	1050.42
chan_0107	shOrochito	i	o	D	VLS_N	35.89	111.02	94.73	23.89	0.03	153.15	293.82	302.14	2204.31	2181.66	148.51	412.75	440.11	1437.43	1155.86
chan_0107	gitiTi	i	i	D	VLS_N	58.40	50.40	74.38	22.49	0.01	142.65	277.11	292.38	2288.77	2268.87	138.40	315.17	305.52	2202.31	2234.96
chan_0108	joggo	o	o	V	VS	114.17	86.87	137.91	30.04	0.02	142.11	341.29	412.46	1840.26	1122.61	159.32	396.80	457.47	1017.10	1118.73
chan_0108	shOhojogita	i	a	D	VLS_N	77.65	74.89	65.80	13.52	0.03	146.11	350.51	311.38	1631.27	2297.04	138.31	560.52	627.57	1692.69	1549.09
chan_0109	Omritar	i	a	D	VLS_N	48.08	155.54	108.43	17.09	0.03	162.88	338.51	315.93	2161.60	2336.52	159.30	587.55	811.34	1738.12	1485.29
chan_0111	protikkha	o	i	D	VLS_N	39.13	53.67	73.91	22.26	0.01	130.48	397.50	390.32	1078.17	1235.71	139.40	306.11	305.98	2231.68	2311.55
chan_0111	gOto	O	o	D	VLS_N	88.62	79.24	91.99	11.50	0.010	123.57	518.33	634.60	1061.70	1101.60	143.63	447.01	441.10	1306.57	1120.15
chan_0114	mukkhomontri	u	o	V	VLAS	47.83	30.70	112.31	71.13	0.01	134.04	433.16	391.37	751.85	844.27	154.69	463.09	466.21	1066.02	1014.50
chan_0114	buddhodeb	u	o	D	VAS	66.16	80.46	135.77	23.83	0.01	126.23	395.29	349.29	999.06	1040.55	143.51	423.43	415.26	1498.13	1452.63
chan_0114	bhOTTacharjo	O	a	D	VLS	42.88	66.79	110.28	14.59	0.03	126.82	573.13	572.71	1127.62	1352.75	141.73	588.15	589.00	1735.56	1701.60
chan_0114	akkha	a	a	V	VLAS	92.93	60.80	114.23	60.62	0.01	129.42	928.89	794.46	1432.19	1373.15	142.83	768.90	605.89	1608.78	1573.73
